age,annual_income,monthly_debt,requested_loan,loan_term_months,max_loan,approved
19,38526,312,8516,72,77173,1
52,54373,729,11433,48,67707,1
56,25474,592,10871,12,11112,1
39,55493,736,12019,60,85335,1
61,66592,267,14260,60,90000,1
20,26649,1070,5846,60,30553,1
65,30577,388,4043,24,16796,1
38,22359,430,14663,48,28263,0
52,38261,290,12856,12,13219,1
52,34407,878,10130,24,18980,0
57,18371,764,4183,24,9141,1
28,22643,720,6957,24,12548,1
44,35246,1149,11669,24,19442,0
47,30659,998,11306,72,47802,0
67,48691,75,12697,12,18007,0
45,58294,878,3879,36,55139,1
39,24331,674,20969,48,26899,1
25,31918,468,10512,36,26707,0
67,36183,194,13354,60,63342,1
19,18314,178,13467,36,16299,1
74,16380,953,11757,36,8446,0
73,52564,393,10073,36,53109,0
19,49573,330,12467,36,53498,1
20,28676,301,18341,12,10744,1
36,67140,210,9089,48,90000,0
35,15324,441,6690,24,8856,1
71,34090,400,2440,60,55079,0
70,52796,624,16333,24,31778,1
59,34323,738,4660,24,20160,1
48,44136,66,10858,48,63143,1
30,20642,281,6331,36,20939,1
53,45750,641,2900,72,85889,1
43,28426,440,16936,48,34019,1
48,16941,475,18888,60,20606,0
33,18320,269,13168,72,34339,1
58,50358,145,9707,24,37898,0
46,63943,1354,9244,48,76491,1
19,31811,298,4893,36,29538,1
51,27423,380,9140,36,26304,1
75,17209,1123,12208,48,12001,1
19,20116,314,5918,12,4878,1
20,30130,148,29821,36,33289,1
73,28148,414,6554,36,25209,1
65,45844,403,10311,12,15996,1
52,36556,396,10174,24,21464,1
24,40742,899,7864,36,36117,0
40,31529,320,9879,36,28706,1
43,37829,494,7029,60,60847,1
57,30419,265,9095,72,62464,1
20,30725,384,4755,36,29935,0
19,17515,181,14118,48,22822,1
71,38563,408,3500,48,51673,1
40,16874,328,6466,48,18807,0
68,38489,752,14403,72,73720,1
32,33517,830,6298,24,20544,1
55,40494,119,4350,24,27465,1
45,57690,773,4402,60,90000,0
61,27649,761,18000,36,23160,1
24,52930,350,6501,48,69769,1
48,32999,95,12627,60,57736,1
51,34103,348,21538,72,67009,1
75,26245,490,14778,24,15978,1
26,26316,671,12210,36,19155,1
40,25800,862,8873,36,16328,0
64,35299,1514,12465,24,16430,0
56,40896,55,6655,24,30485,1
36,33874,519,7716,60,54658,1
18,36838,373,7828,60,59512,0
39,49910,267,5683,60,86304,1
59,23432,968,14519,48,21337,0
23,28621,598,4038,24,19642,1
34,58406,377,12747,72,90000,1
23,24550,495,6293,48,29372,1
60,22697,435,7005,36,18163,0
54,57667,400,16947,24,40561,1
45,50509,253,8134,36,51578,1
62,26452,1282,7169,48,22287,0
40,49186,150,8487,36,50952,1
25,27356,487,13679,36,22283,1
62,21319,1197,21711,60,21735,1
58,39048,432,19224,12,14108,1
36,17828,229,18001,12,4622,1
45,32679,264,11340,24,21730,1
21,37258,144,10705,36,41352,1
46,25412,372,11833,24,14711,1
30,33338,455,3715,72,63020,0
54,47161,76,7681,24,33705,1
58,19161,331,6177,36,17825,1
45,43530,139,3361,24,31241,1
34,31338,398,9828,24,22407,0
18,72275,1408,12275,60,90000,1
56,22625,260,12312,48,29702,1
52,29320,280,3778,48,42935,1
20,18459,285,5294,60,27965,0
64,18776,1304,3688,48,12583,0
31,32614,229,16417,36,30817,1
72,28675,126,13293,36,31144,1
62,48200,733,22215,48,62215,1
33,53502,413,6584,36,52067,1
66,31839,360,26998,36,31670,1
20,28722,148,19223,48,39730,1
34,27883,171,20068,36,27790,1
75,43761,365,16120,36,44139,1
41,26830,190,9888,24,17101,0
30,34301,383,58712,36,31244,0
37,47392,533,9373,48,61293,0
48,36307,395,16318,36,33928,1
49,33758,1070,9570,36,26750,1
40,28416,1278,10787,12,6308,1
44,35397,651,14994,72,64013,0
44,97537,211,10211,72,90000,1
23,13186,252,7527,72,26028,1
25,35042,325,1767,12,11773,1
67,23625,410,6860,72,45964,0
23,39494,331,3355,12,12892,1
22,60749,699,8209,12,22151,1
50,47561,769,8301,60,73131,1
25,70063,187,11295,60,90000,1
23,67981,395,13193,24,45339,1
53,75803,387,17110,36,78511,1
30,46800,393,8322,48,61851,1
44,20046,263,4205,48,25092,1
19,36949,308,8719,48,49619,1
69,39992,207,3726,60,68896,0
33,39574,130,14588,60,72799,0
43,54882,133,9144,48,78049,1
37,41839,233,10133,24,28057,1
64,38150,443,9535,36,41010,1
58,53185,823,5726,48,66317,0
32,36344,273,6253,24,24412,1
41,33016,628,13512,48,37901,0
20,18547,352,37271,60,25312,0
48,29077,835,7588,36,24317,0
48,39011,788,7596,36,38605,1
35,31925,783,7149,36,24230,1
63,30965,548,15250,36,28081,1
64,32331,165,24001,36,33729,1
39,29550,689,8565,24,17040,1
38,56046,415,7276,60,90000,1
31,26122,276,16221,60,42524,0
52,56098,543,11119,48,74709,0
41,32927,577,8817,48,40960,1
31,75880,487,18972,72,90000,1
49,17735,23,20565,36,15670,1
18,24584,154,7997,24,17443,1
32,36450,44,13656,12,13340,1
62,38081,649,5473,60,60728,0
21,81391,249,6739,24,56922,1
70,21128,270,8398,36,24234,1
40,16980,762,7088,36,10772,1
26,26369,1569,4705,24,7768,1
35,21353,742,3757,24,12428,1
51,18846,392,18334,36,16321,1
39,66823,468,2130,48,90000,0
50,26157,769,5326,24,13760,1
33,32080,2409,36979,36,14269,1
47,58489,450,5492,48,79499,1
74,28607,315,5173,36,28077,1
59,43357,706,10368,12,15308,0
35,27000,442,9986,48,32206,0
56,60493,410,8526,12,19144,1
22,40602,802,4637,36,37483,1
28,43105,316,9429,48,56094,1
26,31755,311,14388,48,39576,1
49,44481,139,8739,36,45017,1
67,41090,453,8965,36,38751,0
21,20049,370,8586,60,28552,0
66,58386,647,6254,48,75135,1
19,46599,50,14367,48,68284,1
46,26199,127,18494,36,28538,1
19,44960,686,14038,24,28803,1
20,27760,596,7831,36,22495,1
71,20345,668,5498,36,12543,0
57,27989,70,9520,24,21122,1
29,21637,115,6612,36,20912,1
36,32942,513,9463,60,54955,1
25,36684,641,11335,48,46232,0
18,62001,113,11812,12,21959,1
69,15631,605,9923,36,10614,1
23,80704,98,13324,36,85699,1
44,35038,1235,11190,36,25982,0
47,13000,724,9635,48,9093,0
63,67288,564,8942,48,90000,1
21,42103,528,20891,36,40537,0
64,42015,380,3500,24,26066,1
62,31822,651,8648,36,31609,1
47,45562,204,30126,12,14156,1
22,52486,305,3456,48,70054,0
42,21258,865,10372,36,9206,1
23,41118,136,3775,36,45390,1
56,37349,604,33855,36,35843,1
23,24658,268,18102,36,20792,1
60,30134,1183,3341,72,43030,1
58,21289,424,8703,24,13431,1
23,16706,890,27665,36,9075,0
47,41592,713,7935,24,22287,0
59,62396,1018,4609,48,77026,0
38,30381,734,16792,60,43799,1
19,47143,336,21028,60,77489,1
68,13619,554,15917,36,7402,0
41,36386,590,9486,48,46033,1
65,34021,883,24061,60,49394,0
26,22498,758,22419,24,11275,0
18,18750,148,12610,60,32466,0
31,49609,414,4417,48,66008,1
75,49570,336,9677,12,18674,1
53,50520,866,9561,36,47091,1
52,18365,145,8924,24,13080,1
58,15605,208,6805,36,13304,1
23,42170,335,9136,48,57578,1
24,34908,187,12859,48,47121,1
37,32835,1122,7911,48,33869,1
44,39792,84,9078,72,82980,0
51,48753,14,6426,36,54850,1
22,27012,397,9039,60,43392,1
63,38439,997,29527,24,22511,0
53,49447,480,19037,72,90000,1
40,16908,201,45052,48,19508,0
20,29802,304,16476,48,38706,1
42,28935,849,9933,60,38859,1
44,29125,260,11062,72,58429,1
73,38248,179,15173,72,78356,1
30,29174,438,7076,72,55323,1
60,34436,465,28364,24,19176,1
52,45480,329,23157,36,45623,1
20,71430,574,19246,36,72167,1
48,28788,658,3775,36,24097,1
37,23822,258,7986,60,39202,1
65,46605,1158,19238,48,52933,1
21,59189,194,6170,36,62296,1
33,17940,396,8509,24,11073,1
54,21342,427,6599,48,21695,1
60,29066,98,24437,24,25360,1
40,59867,326,5407,48,84000,0
18,41257,310,14476,60,70361,1
69,41780,156,5860,36,41121,1
70,17529,547,5485,36,12928,1
74,30357,320,8240,60,43640,1
29,46068,500,32611,60,74371,0
49,36345,620,8073,36,31663,1
46,18353,655,7498,60,21260,1
59,37200,672,12356,36,34671,0
40,43995,682,5706,60,65725,1
73,41846,562,3737,36,40113,1
25,50225,677,23752,24,27783,1
26,21104,297,10591,36,19113,1
23,32041,101,5694,48,46120,1
62,42971,685,7020,60,64623,1
24,26465,535,8204,36,21867,0
56,90769,166,4881,36,90000,1
56,20969,691,3633,48,21840,1
48,32269,662,15094,24,21140,1
72,24033,56,17476,48,32668,1
45,31647,1090,7446,48,33593,1
18,32080,247,19339,48,43035,0
48,34086,979,12345,24,16511,1
52,41160,867,8737,60,57731,0
49,18203,576,11447,72,25107,1
71,18506,674,17467,48,18614,0
64,35786,169,14757,36,35880,1
36,38421,376,8092,24,25159,1
18,65828,185,8730,36,68485,1
62,26958,1715,8848,72,26349,0
50,51732,439,2853,60,86422,1
44,26047,214,6977,60,43420,1
74,32665,1290,23870,36,24945,1
54,52382,274,12531,36,51978,1
55,31885,569,12633,36,28387,1
59,44077,128,8633,36,48351,0
38,28114,467,7470,72,51378,0
44,32543,283,34193,72,65044,1
26,27277,404,49912,48,34188,1
23,30475,209,2411,36,34430,0
46,35465,850,23188,72,60267,1
38,38433,268,44118,72,78480,0
75,66127,593,15598,36,66007,1
63,35941,153,16106,36,38268,1
27,45327,249,9643,60,79127,1
33,56837,380,3431,24,35982,1
54,19802,772,9604,60,25360,0
32,41830,611,8021,24,25964,1
20,39708,741,4537,60,61858,1
64,35684,1354,12539,36,23992,1
70,41259,672,10968,48,52323,0
39,42270,310,4518,36,42811,1
19,64837,318,10447,12,21670,1
44,22572,746,17578,12,7880,1
73,28076,394,8606,36,26551,1
45,28451,555,13653,60,42977,1
26,20523,635,21897,36,12958,0
19,36597,149,3908,12,14818,0
50,21220,1103,6811,72,27501,1
26,47284,106,3480,36,49914,1
23,30542,335,10220,36,27561,1
44,18148,1449,16527,12,3508,0
65,47840,428,11790,36,48642,1
41,34865,448,16294,60,56384,1
57,24821,799,17829,72,35640,1
64,54122,1210,10107,24,31093,0
21,38605,510,8206,36,36560,1
43,35047,370,4195,24,23227,1
53,60392,974,23172,36,60504,1
32,72861,565,9005,72,90000,1
47,37689,282,4388,60,61367,1
65,30562,432,6782,24,21171,1
32,55703,344,5929,60,90000,0
47,28417,154,9770,48,37224,1
75,22363,932,11628,36,16840,1
25,53511,304,18212,24,39257,1
75,78044,294,16908,60,90000,1
58,25970,450,3310,60,39175,1
48,34434,180,23996,48,43987,1
28,20888,150,6915,36,22567,1
47,36268,372,6544,48,47488,1
30,58680,176,6398,24,41471,1
34,54181,439,6259,36,57618,1
40,14287,539,28089,48,17998,0
45,50433,311,10444,60,84607,1
44,28108,337,6481,24,19105,1
18,51603,560,14375,12,16483,1
25,61382,148,6614,12,20032,1
19,22062,572,1882,60,32257,0
19,32441,230,4718,72,65346,1
46,43137,753,6263,60,67205,1
70,62963,999,21524,48,77586,1
25,18005,392,7998,12,4383,1
28,20014,141,15203,24,12627,1
65,27561,143,5275,36,27297,1
57,35446,231,23238,24,22249,1
46,19328,224,6619,36,15006,1
61,28129,166,8331,60,46370,1
35,38706,479,10927,12,12122,1
61,37653,85,10380,48,53511,1
22,58590,207,8058,36,61183,1
42,25366,1307,11269,12,8131,0
39,38599,1546,5829,12,9160,0
59,32965,1027,16868,36,26961,1
58,40899,480,6669,36,39140,0
47,36466,56,5377,72,77020,1
46,35578,98,13421,48,47358,1
32,26866,239,10738,72,56476,1
22,54659,77,22207,24,38683,1
57,49996,451,7085,36,50452,0
18,86547,265,10798,48,90000,0
24,38655,1457,7739,48,35728,1
26,28473,325,5021,12,8151,1
19,25382,542,16111,60,39236,0
32,37026,224,26431,36,40386,1
29,58725,357,5061,36,60932,1
67,58178,475,9210,12,18394,1
25,16886,720,15283,24,9279,0
45,25761,156,14890,24,16867,1
74,43668,138,19715,48,62059,1
32,35136,450,17171,36,33310,1
37,31459,453,10974,36,30464,1
31,44140,717,9509,12,12537,1
72,29845,887,4940,24,13772,1
33,48788,91,33853,48,69472,1
48,52628,190,12205,24,40018,1
50,57803,831,27462,36,53700,1
46,15770,254,12962,48,22364,1
47,58439,752,7084,48,74523,1
19,26280,1293,6457,36,19203,1
60,34522,372,10507,36,33655,0
58,18617,827,19437,36,12429,0
59,28467,604,18504,24,16932,1
34,30598,228,20686,36,28138,1
19,51172,1235,2712,60,71943,1
45,34721,294,4058,36,36226,1
19,23587,476,16162,72,44527,0
38,27403,631,6926,36,21815,1
54,29950,569,13405,12,5542,1
25,27686,169,8595,24,21373,1
20,16124,152,4920,24,11123,1
22,30149,340,23683,36,28214,1
20,40653,662,7672,72,75575,1
58,21770,116,6788,48,30608,1
37,14516,984,8397,72,15361,0
67,72297,311,26620,36,75927,1
54,26532,132,14500,48,34384,1
19,34212,381,5611,12,12923,1
65,21646,2141,8321,24,1297,1
22,55436,501,13230,36,55697,1
63,24018,1346,3185,36,13032,0
57,22211,788,12384,36,16433,0
44,33979,328,12635,36,35591,1
42,25777,352,14817,72,51468,1
24,61732,253,2038,48,86699,1
72,75771,133,4375,36,83225,1
47,28044,262,27830,36,26371,1
75,45711,317,4870,60,76094,1
59,33902,623,16476,48,41603,1
68,35660,490,11750,36,34394,1
50,41118,311,22896,72,85673,1
74,31175,955,4039,36,24691,1
65,41955,523,7972,24,27784,1
37,17873,512,11388,36,13282,1
70,28541,189,10500,36,29534,1
22,23152,313,12987,60,39485,0
69,42809,135,22361,36,46636,1
61,26388,607,11820,48,29270,0
66,40029,493,9068,48,52327,1
72,57698,497,16846,60,90000,1
39,30697,766,20974,48,37432,1
39,31994,623,3843,12,12015,1
69,76205,175,5440,36,83860,1
53,23096,1131,19977,60,28618,1
66,27002,704,20248,72,45936,1
25,34019,316,5478,60,54447,1
56,63138,12,12780,60,90000,1
47,20761,817,67493,72,29028,1
23,23902,103,11734,12,8058,1
51,24955,387,4601,24,14089,1
25,25748,541,5852,60,43800,0
65,20722,522,21217,36,17819,0
42,34968,993,8627,36,27310,1
20,40679,243,5717,24,29233,1
30,25363,579,5193,24,12606,1
72,53465,228,10924,36,57748,1
73,39142,554,2567,36,38073,0
71,13673,149,7680,60,23250,1
65,44577,427,7922,24,32649,1
30,71545,1279,15649,48,88863,1
66,22027,415,13870,24,14162,1
30,17351,1133,16839,12,4692,1
33,49019,802,19961,48,59474,1
22,28107,95,24826,36,29351,1
61,33617,754,16374,24,20774,1
70,40009,1119,8095,48,43776,1
25,41170,568,6918,12,12381,1
31,38381,624,8036,24,23901,1
49,30223,999,17106,60,40649,1
39,27080,492,12950,72,50459,1
63,57664,541,16833,36,57304,1
69,99257,868,10719,60,90000,1
35,20020,431,6093,12,6824,1
61,25153,258,14547,48,35555,1
53,48643,20,5649,60,86602,1
36,37235,488,29095,36,34723,0
67,29583,645,16941,24,13274,1
42,41115,259,11083,12,15278,1
21,24777,94,9521,24,18500,0
65,50948,422,21989,72,90000,0
50,47837,73,7876,36,51556,0
56,25120,704,10058,48,25344,1
41,20589,677,17412,36,13749,1
47,24526,844,9980,72,38662,1
44,23316,720,8276,60,31521,0
38,29364,65,8740,36,33680,0
65,35054,66,8302,48,49037,1
37,52480,1131,5292,24,31112,1
23,32215,216,11419,24,20881,0
20,23916,301,9691,60,37850,0
24,71406,130,13233,36,74140,1
73,39543,233,5565,36,39859,0
33,21812,183,9198,72,41453,1
67,91926,803,5588,48,90000,1
53,17521,394,16885,24,10129,0
65,23811,64,16684,60,43449,1
52,46688,1101,14027,60,65359,1
48,37909,1239,7470,48,39372,0
29,19999,506,9884,36,18242,1
40,37110,685,15693,36,32102,1
66,37450,1237,20463,36,29229,0
18,20722,335,16415,60,32914,0
43,17074,450,8357,48,19071,1
55,21592,454,10082,36,17205,1
40,27878,272,12651,60,46344,1
50,41041,1647,27588,48,41609,0
48,26668,254,7335,60,43368,1
27,25485,343,9988,24,16365,1
63,34821,97,6273,36,35195,1
18,33683,214,10306,36,30059,1
42,28146,522,7253,36,26388,1
32,26183,163,5177,60,42080,1
52,60853,67,11847,48,90000,0
37,28717,427,3801,36,25713,1
42,31894,708,3651,48,38628,1
21,49309,479,6788,48,63639,1
70,33451,315,10413,24,22637,0
29,34323,602,17702,36,30208,0
42,47957,998,11986,36,41651,0
44,22799,623,11134,72,36229,1
54,35422,448,12228,48,47368,1
19,59108,186,9571,24,42977,1
57,56380,544,28565,36,53843,1
68,29535,158,5346,36,32780,1
70,45643,160,5814,48,62054,1
24,58651,206,27351,24,39792,1
71,45046,149,8868,12,13298,1
20,21762,234,8262,60,37391,1
51,46433,552,4269,36,43850,0
64,65335,153,11788,24,43533,1
63,23062,564,10134,24,10073,0
63,43637,842,7804,48,53731,1
75,13000,584,13123,36,11185,0
64,36385,547,19581,12,10938,1
18,26385,651,6954,36,20552,1
55,18275,288,9723,12,9154,1
67,28103,383,6692,36,22102,1
21,45993,364,24365,60,75731,1
27,46432,982,10277,60,68000,1
56,36483,1604,10312,48,30080,0
25,32286,159,5524,36,35465,0
30,32811,401,5758,24,18410,1
53,19387,304,14809,36,20138,1
65,35503,675,5308,12,11158,1
33,23537,26,12862,36,23318,1
24,23500,638,11490,36,18964,1
18,36910,405,6408,24,22524,1
66,29252,512,5120,48,38015,1
25,45833,476,12292,36,46169,1
36,42912,418,6255,12,14526,0
50,27922,152,10986,60,49670,1
35,17422,274,3291,72,31265,0
59,44732,306,6805,60,76751,1
21,37595,410,13173,48,48763,1
41,51875,352,9955,60,84462,1
74,27382,952,17223,36,19679,0
51,27274,159,14108,72,57448,1
19,40537,474,15196,36,37546,1
39,41094,395,8802,36,39926,0
38,27676,173,13780,12,10863,0
53,27584,844,6254,12,7538,1
49,47727,91,13465,36,50343,0
70,26793,549,3675,24,15102,1
22,51257,957,10027,60,80019,1
52,21063,263,17794,24,17719,1
63,42073,635,16532,48,53084,1
42,54362,233,10201,24,36953,0
43,27961,285,4893,60,45932,1
27,34113,95,25425,36,35980,0
19,36855,42,12697,48,52667,0
71,27320,302,7599,24,18786,1
27,26258,256,37779,48,30991,1
19,19507,699,6598,36,11338,1
44,32197,91,8819,36,34691,1
59,75219,296,7920,60,90000,1
43,27592,323,17717,60,49963,1
42,26640,636,9225,36,24656,1
60,38844,1036,7413,48,45061,1
35,27482,901,10419,60,35982,0
71,48598,235,4044,60,83868,1
33,56964,164,7360,36,56577,1
23,26734,490,35320,48,32384,1
52,30931,522,11328,36,29122,1
27,31508,600,14040,48,39248,0
54,61358,1233,33971,24,35722,1
62,42898,498,8429,24,26233,1
72,25476,677,11894,72,41069,0
58,30411,378,19390,48,39245,1
19,32638,815,10788,48,40714,1
67,27029,386,7814,36,24100,0
47,27323,308,15889,60,44018,1
41,20678,939,18973,60,20462,1
34,33786,476,3367,60,54773,1
25,19888,827,5974,36,15095,1
37,34337,700,12533,36,28812,1
72,31300,371,9277,24,24528,1
50,49419,640,12403,12,17403,1
41,13000,448,7748,36,11163,0
29,34256,1058,7579,24,17007,1
58,39047,898,22776,60,56177,1
51,38720,323,7607,60,65382,1
43,37849,11,15569,72,81386,1
18,78025,272,21774,36,83491,1
49,45189,952,10000,24,26752,1
59,45417,872,17624,60,68169,0
51,22792,501,15550,24,15453,1
23,31831,1034,7632,36,23293,1
46,26836,431,14666,36,24312,0
58,71900,152,7393,36,75896,1
30,16691,972,10119,48,14969,1
63,32385,168,31559,60,51616,1
26,65904,510,7570,36,66637,1
56,44884,543,5389,36,44325,1
70,31452,138,14454,24,22890,1
39,29017,96,26148,60,52213,1
53,27409,76,5386,48,36585,1
50,82545,52,7330,24,59457,1
20,50463,896,11730,48,61477,1
59,30295,604,6228,36,28810,1
65,33846,241,11054,24,25566,0
37,29439,57,20915,24,20161,1
74,55461,211,20957,36,58249,1
37,40940,170,9674,48,56900,1
53,36745,241,4857,60,61374,0
56,24623,453,4948,60,34896,1
62,32988,97,13945,36,36397,1
40,26743,569,5005,48,27580,1
33,36835,577,9208,36,30728,1
38,42462,289,9496,36,41266,1
19,50647,230,7111,36,51748,1
42,39616,334,14144,48,53721,1
47,44846,242,7981,60,78150,1
72,39146,717,12533,12,14758,1
63,42048,574,12188,48,53893,1
59,22570,164,9463,36,22249,1
37,45164,96,15480,36,46049,1
57,34130,834,16816,48,37021,1
26,33057,81,22565,24,20005,1
49,45472,243,10587,24,30433,1
75,24456,213,39591,72,51256,1
21,33880,512,4509,60,51945,1
44,31554,1078,11234,48,33219,0
54,22031,357,5885,48,30997,1
57,30608,1663,4906,60,30434,1
24,49440,745,3106,72,90000,0
37,33494,618,13224,36,31378,1
20,36911,483,5520,36,35570,1
36,38296,526,6212,60,58563,1
61,27187,616,4311,60,39631,1
54,45258,652,5795,48,57764,1
57,42350,213,14165,48,58530,1
52,44311,280,18015,36,43676,0
25,47203,753,19393,12,15255,0
55,29768,318,7610,36,30225,1
57,13000,2111,44753,36,500,1
64,44908,1389,16672,36,36413,1
37,32194,339,20998,36,33089,1
40,39142,812,13089,48,47203,1
68,51170,471,7537,36,52074,1
63,29207,423,8605,72,55032,1
19,13956,337,6208,48,17343,1
59,26660,183,4360,12,9476,1
67,30116,491,4263,24,20370,1
18,26246,346,10658,36,27676,1
30,40978,235,15372,72,86124,1
25,35075,504,43225,24,22598,1
47,43228,822,18719,36,39103,1
62,47923,1043,13124,60,73035,1
73,39717,285,18817,24,30801,0
34,33411,457,15548,72,60284,1
58,24706,477,6183,48,28507,0
19,19175,195,19157,24,16789,1
71,61766,84,10026,36,66519,1
62,16591,26,9919,24,13111,1
67,33248,236,8736,48,45454,1
66,56750,235,9768,36,57896,1
26,34332,203,11856,36,36096,1
54,88631,447,9039,48,90000,1
48,27688,571,5798,72,48483,1
52,25416,611,15888,48,29241,1
54,56070,111,10685,60,90000,0
52,32106,290,6988,36,32763,0
59,34756,330,7783,48,44558,1
41,68467,195,13977,36,69368,1
72,31883,952,10894,24,19468,1
30,26399,2091,7712,24,4871,0
67,34472,853,10698,36,30481,1
73,51968,760,16614,72,90000,1
31,32859,406,11721,48,40227,1
32,16633,355,9250,24,8073,1
40,19229,270,8271,60,30119,1
50,19840,204,15047,60,35473,1
26,31398,130,8873,48,43775,1
46,56347,669,5618,24,37027,1
28,34123,399,11999,24,22208,0
24,34481,233,20019,24,21644,1
67,31539,730,19779,60,46748,1
47,66433,222,5727,24,44424,1
24,32097,554,4952,36,27369,1
19,29810,360,18303,24,20221,1
63,28846,248,16085,48,37273,0
66,46381,394,8494,36,45494,1
18,21107,637,5939,36,19526,1
28,39292,38,29807,48,56826,1
35,49806,211,21820,36,49409,1
51,22586,633,6828,60,29928,1
22,22282,674,6045,36,18360,1
47,23939,407,27316,36,22018,1
55,19931,481,13518,36,14850,1
23,24859,543,10709,48,29705,1
27,38408,182,5939,36,41289,1
34,28525,117,9814,72,60583,1
36,27364,943,2544,48,30461,0
19,33268,895,3906,48,38199,1
66,65868,508,29422,36,66560,1
65,25606,13,18581,36,28884,1
19,24597,428,4499,12,6793,1
55,29721,334,9832,24,18172,1
37,76360,659,23837,36,75445,1
30,30763,191,10072,48,41425,1
45,47235,279,8876,60,80773,1
26,58052,173,26885,36,60890,1
44,25831,345,3915,36,26076,1
58,31887,1063,11447,60,41517,1
42,42366,452,13165,36,39264,1
73,39933,360,9457,36,41060,1
74,43925,151,8757,72,89287,1
60,39163,645,5444,36,35197,1
18,37241,754,6761,12,11863,0
60,30075,327,11523,24,17942,1
30,32042,312,7273,48,40183,1
29,20407,486,6677,48,25093,1
40,31560,264,19752,36,32088,1
39,30481,1177,24937,12,5224,0
62,25457,416,15208,36,20915,1
53,37712,443,14403,24,24034,0
66,56879,1274,11549,48,65755,1
27,36906,36,32442,60,63320,1
56,25176,669,20934,48,28382,0
30,23804,657,6703,72,37039,1
73,37825,564,22619,36,32904,1
47,39483,1028,16611,36,33267,0
30,13000,1010,7783,24,3808,0
51,19043,238,9264,60,33224,0
66,24025,779,5462,24,11328,0
21,45269,775,7034,36,40205,1
57,33845,1812,18327,36,18877,1
68,33713,384,12943,48,45214,1
44,36227,1349,11281,12,8545,0
20,83873,801,15812,12,26800,1
64,28525,64,5480,36,31371,1
35,34517,496,9889,48,43653,0
53,13000,254,4642,60,18223,1
59,33700,1029,21009,48,33596,1
70,43480,232,11042,24,28625,1
69,19592,585,7787,12,5380,1
60,42827,119,11802,24,29301,1
61,46396,771,21321,24,28429,1
30,33669,38,5421,36,35845,1
63,56108,1064,5712,48,66433,1
59,27304,971,22118,12,6066,0
68,34439,353,16380,48,46123,1
47,65586,361,3206,24,46092,1
44,78022,222,19836,36,83131,1
69,23231,1587,9771,24,6217,0
37,42415,353,15718,36,45327,1
25,38180,356,4094,36,39610,1
36,60038,412,12238,48,82128,1
67,41944,410,13784,24,30467,1
49,15249,466,7302,24,8235,1
52,14662,264,25572,24,7651,0
24,25347,1818,3066,24,6518,0
63,39077,244,5241,24,27821,1
25,37638,464,9009,24,22097,1
36,21946,331,12144,36,21387,0
34,30790,761,22761,48,38664,1
45,65736,186,4076,60,90000,1
55,22976,380,8037,12,7055,1
47,26197,761,35743,72,44487,1
60,50045,762,5351,36,43646,1
19,66338,1177,30058,60,90000,1
25,37757,730,8368,24,22927,0
21,52882,137,2384,48,75631,1
22,18087,977,5265,60,14662,0
59,56621,399,27060,60,90000,1
65,25025,710,7293,60,37451,1
35,54875,456,11849,72,90000,1
57,37442,157,24495,36,38794,1
35,41957,1071,10321,48,46799,1
71,60259,423,33207,48,83640,1
69,27812,488,21439,60,43037,1
38,15201,190,8774,24,5799,1
41,41157,277,11790,24,24829,0
52,25244,383,6842,48,32964,1
62,34569,456,5649,24,23328,0
72,49788,38,11620,48,69360,1
49,29666,520,5993,36,27933,1
52,25691,244,18565,72,52424,1
52,30421,409,27644,36,29455,1
63,29381,559,22166,72,52875,0
70,18476,540,8191,60,26633,1
21,27976,556,6036,12,9807,1
37,18480,182,6432,60,28559,1
31,23231,64,9527,72,47469,1
42,30164,770,27048,12,8092,0
20,49703,714,4594,24,26718,1
33,50903,1106,19196,36,47510,1
18,25336,134,8363,24,17381,1
24,34208,397,9194,48,41051,1
29,65762,175,24857,72,90000,1
42,23395,241,8153,36,25196,1
43,17082,1070,12845,72,20428,0
67,51046,494,6820,24,32599,1
40,42415,369,14103,12,13930,0
46,33916,685,10535,60,51406,1
64,31860,299,13316,36,32370,1
22,24905,254,6773,48,30258,1
33,26606,543,22314,12,6098,0
67,48394,211,4378,36,51863,1
25,38149,576,11073,60,59267,1
19,47836,752,3685,24,30838,1
61,27519,498,7285,36,24022,1
39,31288,568,13575,72,56802,0
72,42863,195,8959,36,44359,1
71,29776,488,12242,36,27471,1
33,31878,920,10528,48,34548,1
20,18860,135,25101,24,12591,1
22,55544,250,22552,36,56812,1
28,38313,439,4125,24,25197,1
57,40830,390,8731,48,56112,1
29,19475,334,5940,24,11790,1
58,50031,1369,11222,48,53420,1
32,42090,220,13404,36,41041,1
60,60063,146,34647,60,90000,1
27,29625,208,9037,24,21163,1
36,57381,564,11740,24,41111,1
29,24248,468,10015,72,44882,0
31,35347,285,9627,24,22311,1
38,37947,113,2881,24,29654,1
19,30096,22,10990,60,53638,1
18,36321,231,16095,72,74598,1
19,54008,434,3878,12,18125,1
58,40901,270,21600,24,25622,0
44,60713,792,7484,24,37945,1
46,20548,123,6962,60,35353,0
28,67579,559,10414,36,68743,0
34,20982,234,9159,60,35298,1
21,30067,253,11137,72,61821,1
41,38950,377,36705,24,27275,1
39,55319,295,4553,12,17767,1
46,26021,442,7710,36,28725,1
47,71625,300,3379,12,21718,1
60,39873,264,2838,60,64661,1
74,36402,212,8051,24,23192,1
