age,annual_income,monthly_debt,avg_monthly_balance,overdraft_usage,approved
38,22325,234,1849,0.217,1
44,31574,72,-680,0.399,0
26,18441,607,603,0.087,0
23,23752,331,228,0.455,1
46,35181,211,2681,0.0,0
38,34932,348,817,0.076,1
75,55170,826,1477,0.111,1
63,15137,448,1985,0.51,0
27,13442,472,211,0.146,1
33,43135,318,2311,0.072,1
54,18869,779,1402,0.0,1
32,27172,373,2125,0.0,1
20,17483,76,74,0.115,0
64,27410,346,1123,0.148,1
70,36891,292,1951,0.486,1
39,42127,57,1508,0.077,1
19,46265,330,2299,0.424,1
44,29683,884,366,0.253,0
73,27228,524,2499,0.036,1
45,17714,176,1883,0.18,1
26,9881,224,582,0.215,1
19,17027,1096,2521,0.304,1
50,33413,301,1743,0.411,1
26,17903,34,2041,0.499,1
23,15944,87,639,0.228,1
44,17915,884,-822,0.322,1
65,15038,273,1299,0.061,1
41,16110,171,-511,0.165,1
57,20499,815,712,0.436,1
64,25054,1571,1153,0.053,1
21,26221,903,1572,0.091,1
43,21792,427,1355,0.466,1
53,20314,822,1781,0.59,1
32,29305,606,1540,0.103,1
47,34583,158,-541,0.074,1
65,26078,712,1427,0.11,1
32,23855,401,1578,0.048,0
47,38426,324,657,0.2,1
75,26340,633,627,0.142,0
25,49017,232,1720,0.172,1
75,25857,209,1915,0.189,1
58,43134,174,-847,0.139,1
48,24855,544,861,0.567,1
28,46803,610,922,0.48,1
47,26705,575,1667,0.642,0
30,27951,577,835,0.461,1
34,43384,375,1527,0.062,1
40,29084,1068,653,0.508,1
45,30523,336,862,0.1,1
44,41813,320,3544,0.152,1
18,21127,521,-1398,0.095,1
25,62766,418,2000,0.037,1
19,24178,434,1519,0.105,1
19,18150,188,-641,0.114,0
46,23190,62,1696,0.225,1
70,20307,647,1658,0.051,0
25,30775,83,938,0.076,1
28,19710,659,590,0.042,0
65,44477,339,281,0.177,1
57,33755,47,2361,0.042,1
46,17221,632,1471,0.183,1
61,60460,344,2247,0.141,0
35,43584,159,1336,0.241,1
61,53762,81,1819,0.014,1
22,19989,589,-540,0.512,0
42,30288,786,2888,0.073,1
39,20074,1193,1663,0.0,0
59,22474,243,879,0.185,1
58,50581,731,1192,0.057,1
47,29422,563,922,0.083,1
46,13156,576,843,0.0,0
32,27228,466,1718,0.156,1
22,27065,358,532,0.017,1
57,23341,130,1802,0.718,1
18,21538,80,285,0.145,1
24,18301,263,1453,0.394,1
26,55855,883,1349,0.33,0
19,32694,886,8,0.051,0
32,27553,926,-494,0.117,1
29,21960,986,1232,0.668,1
67,13373,645,2191,0.317,1
25,22656,501,1151,0.439,1
45,9000,459,1324,0.0,1
74,21885,402,2277,0.141,1
32,28475,406,298,0.6,1
37,24875,179,26,0.195,1
31,36820,288,513,0.06,1
72,32059,607,2066,0.066,0
33,29873,249,1174,0.362,1
48,20989,529,756,0.514,1
50,14753,84,-155,0.135,0
46,27949,496,655,0.011,1
47,46859,56,2130,0.057,1
19,26905,227,1411,0.286,0
60,72249,395,1716,0.046,1
58,23938,367,3444,0.364,1
59,33059,404,718,0.449,0
34,21431,319,2092,0.124,1
19,11414,730,325,0.244,0
45,14259,409,706,0.143,0
19,26192,699,1596,0.152,1
38,29951,514,3080,0.3,1
54,28911,751,3196,0.397,1
25,18900,195,1658,0.403,1
20,16077,825,2789,0.279,0
22,31447,218,423,0.244,1
20,42592,605,-150,0.034,1
58,80795,391,3272,0.221,0
37,12934,115,1126,0.153,1
67,22185,54,1568,0.201,1
54,11291,1151,-376,0.007,0
19,30777,142,1818,0.112,1
65,24069,511,1453,0.153,1
22,22059,409,1034,0.256,0
63,10902,623,2587,0.381,0
57,46889,647,1984,0.0,1
44,29331,601,1979,0.2,1
42,19513,401,826,0.521,1
24,17351,610,1680,0.547,1
72,16825,508,-811,0.227,0
47,22239,61,1931,0.391,1
75,35220,547,1455,0.047,0
59,14815,552,961,0.21,1
68,55584,950,993,0.645,0
50,27947,741,1858,0.271,1
74,14151,450,2128,0.054,1
65,72214,510,2363,0.216,1
37,24630,226,1018,0.426,1
70,21585,187,536,0.093,1
22,23848,1050,1549,0.41,0
69,50691,659,1087,0.316,1
61,13317,254,1335,0.365,1
66,60536,697,1867,0.813,1
72,23876,235,-151,0.216,0
39,54662,368,1824,0.134,1
39,42950,718,920,0.0,1
69,24895,416,962,0.067,1
53,44920,868,1672,0.295,1
66,24963,576,-550,0.102,0
25,29066,430,2366,0.125,1
56,35986,161,2046,0.471,1
47,22695,330,1628,0.112,0
23,30848,208,1038,0.412,1
51,17021,251,1414,0.554,1
25,13015,435,-740,0.364,0
65,16922,537,733,0.279,1
42,20243,445,1413,0.4,1
20,42702,823,1147,0.196,0
30,21361,203,1570,0.0,1
72,39976,150,2304,0.42,1
73,24117,666,1343,0.343,1
71,28399,7,1439,0.195,1
65,26722,246,298,0.413,1
30,39192,300,1413,0.278,1
66,21492,744,-320,0.255,1
30,38788,2106,562,0.157,1
33,35517,972,3706,0.581,1
22,14648,348,775,0.211,1
61,18449,277,2479,0.435,1
70,21137,434,1335,0.261,1
25,18779,334,1805,0.568,0
31,19872,378,1819,0.365,0
49,20623,428,1895,0.004,1
39,35068,378,1337,0.195,1
63,32295,92,522,0.061,1
69,39845,354,1218,0.097,1
35,32780,1280,244,0.077,1
61,35666,126,597,0.36,1
53,18659,1264,3095,0.175,0
36,16043,1366,1433,0.438,0
67,15061,243,2213,0.099,1
42,32330,138,872,0.234,1
21,33912,281,1486,0.089,1
65,33080,492,630,0.134,1
50,49226,439,3366,0.0,1
56,86205,471,2771,0.164,1
41,56575,499,1185,0.107,1
47,33945,754,1990,0.12,0
44,21462,599,754,0.174,1
38,42570,972,1240,0.264,1
65,26513,311,2073,0.18,1
37,11936,358,1067,0.074,1
23,37067,464,1581,0.069,1
20,9000,787,492,0.444,1
24,10646,166,694,0.105,1
73,20141,83,1670,0.213,0
33,20892,732,1569,0.297,0
67,39137,370,2275,0.0,1
53,20093,154,2139,0.434,1
65,36319,284,1443,0.197,1
52,36492,710,619,0.209,1
48,30932,1026,1094,0.189,1
29,11891,131,2362,0.192,1
40,45629,299,1599,0.221,1
66,20928,205,1692,0.382,1
18,15806,1295,1129,0.548,0
43,23836,972,1077,0.27,1
55,26352,1166,1314,0.0,1
40,40808,586,2841,0.256,1
50,37816,214,362,0.106,1
48,19060,268,475,0.264,1
27,18993,794,-1051,0.439,1
63,18110,123,1737,0.377,1
18,31333,74,959,0.147,1
42,39104,121,608,0.106,1
32,40541,465,1736,0.27,1
52,24536,866,777,0.01,1
37,13295,237,650,0.038,0
42,38823,1104,662,0.468,1
21,31310,103,1033,0.117,1
70,24040,943,1075,0.482,1
29,20539,497,1362,0.682,1
42,30523,481,3021,0.257,0
44,18342,147,438,0.273,1
54,14380,523,150,0.03,1
19,22661,249,779,0.336,1
57,14365,275,1652,0.25,1
68,34955,1994,-744,0.076,0
70,11769,690,-371,0.556,1
24,19374,73,1196,0.006,0
71,35768,43,2044,0.305,1
20,35369,295,1015,0.071,1
51,27567,372,778,0.314,1
64,33887,761,2118,0.721,1
63,17480,282,2368,0.155,1
63,23846,315,-1084,0.442,1
75,23619,647,1135,0.12,1
64,33601,88,1816,0.568,1
18,18352,664,950,0.378,1
55,70430,1059,1597,0.382,1
67,14386,497,2002,0.37,1
21,18835,308,2200,0.076,1
27,10339,478,2496,0.445,1
56,37930,624,982,0.177,1
25,9409,355,2778,0.291,0
30,24302,66,971,0.131,1
53,29756,373,1172,0.747,1
65,9948,109,2424,0.026,1
33,14221,59,595,0.178,1
24,10810,216,-151,0.264,1
18,39965,557,2089,0.288,0
66,32001,610,1666,0.147,1
25,17173,206,1835,0.243,1
36,21413,331,941,0.124,1
50,79964,236,3080,0.155,1
35,45295,1296,2442,0.356,1
59,23684,174,2743,0.257,1
21,36982,1007,1365,0.144,1
41,19206,325,1994,0.423,1
74,20195,1083,-1133,0.0,0
51,20983,122,4001,0.052,1
19,29274,246,2064,0.12,1
39,81358,264,1273,0.0,1
38,19534,523,-300,0.182,0
53,14190,285,1682,0.129,1
49,44057,259,260,0.218,1
70,20472,131,1124,0.021,1
22,14970,272,1269,0.399,0
52,26132,253,47,0.082,1
63,25981,383,1957,0.18,1
42,32964,678,550,0.096,1
43,45633,235,576,0.039,0
27,49509,370,3182,0.001,1
19,41440,78,1072,0.3,1
71,29809,595,2475,0.315,1
27,44153,312,635,0.128,1
19,40335,291,3240,0.298,1
44,23849,514,805,0.341,1
59,16144,192,688,0.113,1
43,64956,113,677,0.229,1
42,25388,670,2060,0.2,0
60,31050,435,1460,0.0,0
35,54769,1282,1541,0.028,1
71,23705,186,1785,0.219,1
33,31324,408,545,0.393,1
23,20087,1063,1526,0.106,1
52,17205,502,596,0.121,1
27,13853,372,1122,0.49,1
54,24538,159,358,0.281,1
62,21464,554,1787,0.192,0
72,39677,206,2242,0.217,1
58,18649,637,586,0.18,1
19,20824,397,1552,0.443,1
67,36711,381,-288,0.419,1
47,17415,503,367,0.029,1
41,16492,1484,732,0.012,0
34,9400,140,1269,0.426,1
25,20416,712,-325,0.225,0
37,29283,323,3917,0.326,1
72,32742,367,968,0.425,1
50,35787,832,1783,0.151,1
41,25644,1268,1513,0.14,1
29,24484,198,1341,0.104,1
58,44019,571,728,0.408,1
51,69314,303,2546,0.506,1
43,15679,204,1579,0.241,1
18,32597,376,683,0.153,1
49,33753,779,1511,0.037,1
59,32129,81,2822,0.112,1
51,27282,218,2335,0.205,1
23,30007,450,2892,0.217,1
46,31779,103,1085,0.274,1
58,17120,455,1379,0.445,1
30,22085,653,2706,0.868,1
63,14904,458,358,0.228,0
26,15815,278,-576,0.003,0
56,61051,746,2070,0.186,1
70,30629,201,656,0.03,1
39,24322,324,1712,0.276,1
53,58200,201,1414,0.107,1
50,18927,260,-69,0.062,1
20,19711,329,423,0.165,0
59,15521,459,-425,0.039,1
65,21705,1155,2280,0.192,1
37,15726,93,39,0.156,1
74,14851,663,1284,0.083,0
37,17947,33,2859,0.043,1
53,9000,282,-128,0.128,0
56,29175,507,1709,0.014,1
62,50804,1216,1022,0.283,1
40,27036,295,2281,0.101,0
33,20345,991,1305,0.42,0
38,55738,525,1358,0.339,1
19,25099,101,161,0.33,1
42,31363,960,759,0.108,1
47,35201,151,1160,0.096,1
72,31895,530,1348,0.044,1
63,20496,1081,1729,0.209,1
59,11646,88,534,0.213,1
37,25855,710,1657,0.053,1
57,37196,131,-108,0.196,1
26,34470,615,-354,0.099,0
49,31743,238,107,0.067,1
75,22933,643,849,0.248,1
21,20394,90,1748,0.07,0
44,57031,663,1382,0.178,1
54,19445,213,1306,0.069,0
57,29291,500,1479,0.16,0
24,21431,275,989,0.461,1
37,26693,624,-945,0.14,1
20,32722,27,832,0.043,1
36,21206,512,615,0.145,1
61,21812,836,2236,0.283,1
54,19051,172,3262,0.375,1
57,31554,250,536,0.699,1
52,23182,567,636,0.263,0
25,33507,93,1960,0.333,1
55,16072,157,1202,0.0,1
57,62618,51,3264,0.0,1
64,11826,545,1573,0.066,0
37,37453,133,-19,0.375,1
40,13095,442,363,0.053,1
68,44065,387,1689,0.127,1
63,32059,254,1580,0.165,1
19,30994,505,2724,0.638,0
59,49876,74,1873,0.272,1
67,15503,415,674,0.169,1
18,22884,477,1394,0.138,1
30,52276,1253,2288,0.099,0
25,36771,545,1075,0.53,0
47,16100,854,1059,0.229,0
62,14950,1721,-705,0.436,0
73,49412,106,2044,0.119,1
34,15296,566,1889,0.131,1
58,25810,465,1487,0.13,1
19,26363,159,2105,0.362,1
71,16383,930,1058,0.094,0
62,37280,301,1435,0.072,1
67,79523,409,2442,0.072,1
66,22869,246,627,0.43,1
26,30870,89,2023,0.133,1
54,27704,309,1086,0.245,1
48,20267,436,1109,0.286,1
52,13045,1053,1428,0.033,1
54,11578,94,202,0.195,1
52,26699,454,1205,0.257,1
59,15757,602,313,0.25,1
41,15860,331,1847,0.156,1
72,9000,558,1424,0.517,0
30,22666,59,2308,0.399,1
67,23123,541,1686,0.333,1
73,42071,54,2429,0.25,1
31,17973,685,1197,0.305,1
32,20040,798,2548,0.217,0
40,30745,487,2052,0.287,1
50,25580,387,722,0.201,1
26,26592,146,2077,0.257,1
46,24874,865,1156,0.396,1
28,40800,1121,2252,0.331,1
24,22139,53,2005,0.162,1
67,20416,641,2360,0.416,0
47,9363,82,862,0.251,1
24,16307,880,2117,0.161,1
19,27841,581,1972,0.097,0
63,23283,346,523,0.032,0
66,14431,727,-470,0.209,0
18,13911,828,1641,0.012,0
28,24126,374,-806,0.524,1
35,38980,674,1168,0.07,1
51,39031,249,1146,0.043,1
22,23510,1177,1311,0.156,1
47,28603,932,3550,0.081,1
55,11367,461,489,0.26,1
23,40655,157,1613,0.158,1
27,18334,789,1079,0.1,1
34,19759,361,127,0.153,0
36,33764,775,2869,0.16,1
19,32929,252,623,0.065,1
66,34584,1616,-769,0.062,1
65,20508,768,277,0.025,1
19,23371,440,2429,0.121,0
55,26360,2177,937,0.321,0
37,9000,898,48,0.231,0
30,15361,570,-85,0.254,0
45,43065,605,2506,0.319,1
26,100194,360,3165,0.163,0
44,53333,103,2155,0.375,1
58,16371,196,336,0.137,1
42,19692,568,36,0.137,0
73,14748,279,576,0.237,1
74,39666,385,1534,0.18,1
60,11612,139,48,0.539,1
18,46532,469,1488,0.171,0
60,25787,799,1768,0.314,1
30,31662,673,1314,0.071,1
29,21741,241,1102,0.206,1
40,24316,345,-422,0.009,1
39,16112,123,893,0.274,1
62,23493,519,1879,0.644,0
53,20796,332,-2,0.0,1
66,40429,127,1880,0.298,1
27,66980,658,1646,0.333,1
56,31615,436,1451,0.092,1
30,39691,453,1838,0.277,0
73,28802,678,1164,0.171,1
47,23601,969,2357,0.19,0
30,15495,964,996,0.095,1
51,24677,128,1500,0.0,1
66,34914,232,2065,0.534,1
21,18049,928,1441,0.434,0
57,17934,323,1333,0.362,1
68,26458,411,2184,0.505,1
44,38178,1904,1915,0.016,1
20,29897,1235,50,0.061,0
64,50658,731,1147,0.439,0
35,29877,598,558,0.359,1
53,20654,167,1340,0.202,1
59,11169,238,791,0.449,1
70,20882,381,403,0.12,0
69,35458,569,1371,0.201,1
60,59729,693,2067,0.103,1
61,53874,202,2161,0.163,1
30,29545,628,1493,0.442,1
63,61403,532,2130,0.0,1
59,30957,59,1618,0.108,1
68,10765,475,1219,0.075,1
47,30191,403,1262,0.071,1
44,40686,777,-811,0.128,1
69,49389,135,2411,0.117,1
37,19611,358,940,0.228,1
25,76994,370,1157,0.453,1
36,54547,538,-1397,0.477,1
67,19250,121,1510,0.091,1
49,28697,331,3008,0.241,1
52,22109,405,-2,0.145,1
24,23750,594,-57,0.132,0
63,29117,483,50,0.245,1
25,19966,446,135,0.338,1
36,62430,157,2146,0.128,1
34,28829,384,1981,0.258,1
45,24627,692,1827,0.051,1
55,37069,495,2527,0.135,1
47,28961,21,1110,0.774,1
60,14637,139,2698,0.099,1
19,19828,264,1426,0.063,1
25,14596,470,1915,0.624,1
21,41958,127,1547,0.036,1
22,23742,279,745,0.319,1
59,34350,194,1516,0.287,1
65,38920,92,2269,0.306,1
35,45000,752,2244,0.167,1
57,33823,307,1426,0.122,1
35,29417,518,3033,0.05,0
71,45289,85,1671,0.486,1
69,11367,459,1672,0.237,1
38,45896,638,1848,0.136,1
41,25194,249,1910,0.292,1
52,18149,176,1066,0.298,1
62,13636,449,744,0.272,1
72,23811,272,604,0.097,1
49,18462,320,109,0.356,1
52,28695,629,1782,0.227,1
52,28358,431,950,0.73,1
63,19484,340,426,0.0,1
70,28851,91,1596,0.164,1
21,9000,323,622,0.076,0
37,40434,93,512,0.27,1
31,16578,701,490,0.237,0
42,18632,655,827,0.108,1
20,22759,419,-646,0.384,0
33,21851,1232,-85,0.0,0
18,40884,640,1432,0.214,1
24,37549,241,1710,0.199,1
29,42991,523,776,0.276,1
42,37735,461,1203,0.122,1
43,53980,426,3175,0.073,1
67,14496,380,743,0.196,1
40,29637,842,2227,0.332,1
46,41572,339,819,0.412,1
64,22020,416,-245,0.101,1
22,21601,227,161,0.0,1
33,25147,351,93,0.272,1
67,18580,291,545,0.094,1
25,10823,573,219,0.018,1
19,53524,194,-57,0.114,1
61,34754,194,690,0.209,1
39,17832,1328,-516,0.155,1
72,22271,82,1817,0.096,1
71,61361,480,1822,0.1,1
33,30689,818,1264,0.186,1
20,11991,540,823,0.146,1
22,25812,568,2423,0.095,1
28,22950,697,2111,0.006,1
57,20571,124,877,0.118,1
29,25762,176,1154,0.079,1
58,31474,514,1630,0.814,1
32,22028,372,1295,0.129,1
60,33345,571,1851,0.055,1
27,32354,301,537,0.579,1
36,26299,289,483,0.439,1
29,30299,417,1271,0.185,1
31,17027,363,1198,0.097,1
38,21304,764,1178,0.444,1
19,17232,346,590,0.199,1
18,40542,659,1346,0.075,1
19,30757,171,2460,0.298,1
58,24794,677,602,0.39,1
44,23814,583,351,0.0,0
46,31321,578,1586,0.323,1
28,76604,127,1966,0.33,1
34,27829,477,2382,0.16,1
21,25401,589,528,0.269,0
41,60125,333,572,0.073,1
39,42329,1533,2444,0.087,1
46,26512,685,2341,0.428,1
47,13137,557,1735,0.516,1
60,21063,692,-48,0.267,0
74,35521,619,2500,0.087,1
51,42587,1429,1431,0.115,1
21,29598,113,2527,0.312,1
74,23312,51,153,0.314,1
27,23245,152,2641,0.1,1
60,53168,1029,1851,0.454,1
39,47500,406,1264,0.127,1
61,15597,417,1514,0.104,1
54,16194,409,260,0.445,1
47,13565,325,-177,0.279,1
52,49974,601,2448,0.441,1
20,15887,205,2252,0.221,1
26,25427,115,1820,0.706,1
44,19713,425,1021,0.682,1
62,25559,626,2491,0.097,1
30,29750,463,1570,0.112,1
45,54129,452,929,0.109,1
49,14279,386,-333,0.533,1
19,61186,481,412,0.37,0
43,28664,534,2231,0.26,0
58,56553,325,1780,0.188,1
65,19539,299,1616,0.306,1
70,39410,170,476,0.461,1
40,43294,1399,1829,0.256,0
64,14710,22,575,0.257,1
55,28040,337,248,0.068,1
24,45899,176,1516,0.141,1
45,17636,793,629,0.0,0
48,11306,111,-315,0.314,1
28,23440,295,917,0.17,1
34,50482,634,327,0.27,1
18,19806,1363,447,0.025,0
18,33645,1442,993,0.122,0
37,142693,181,4557,0.653,1
41,28350,180,1339,0.0,0
63,16605,211,1282,0.369,1
51,36533,500,1034,0.514,1
57,31580,1143,-171,0.211,1
61,39234,999,325,0.0,0
23,40686,75,2088,0.187,1
61,18475,480,1831,0.02,0
37,35625,778,3116,0.0,1
61,36761,700,3005,0.012,1
52,25891,578,3298,0.264,1
30,14202,846,981,0.132,0
63,22080,757,74,0.0,0
46,33557,716,1252,0.0,1
23,31422,319,1315,0.503,1
65,22340,515,2472,0.103,1
31,15030,497,626,0.189,0
73,33437,348,970,0.102,1
21,12056,464,366,0.424,1
38,37623,447,2239,0.561,1
22,23847,744,-285,0.089,0
65,36295,115,1312,0.0,1
60,23833,348,1789,0.0,1
23,19668,389,957,0.27,1
19,35803,193,864,0.342,0
58,21787,1242,214,0.132,0
41,38883,90,3334,0.233,1
47,29883,633,1914,0.294,1
23,33000,95,1760,0.416,0
66,26023,441,690,0.448,1
56,18920,285,787,0.299,0
18,16039,465,2322,0.082,1
43,11124,71,1569,0.344,1
54,26570,1537,1880,0.134,1
65,24268,251,-374,0.284,1
29,35020,802,1451,0.343,1
69,23539,439,1714,0.055,1
50,16631,418,451,0.034,1
33,29477,711,529,0.169,1
58,76343,614,1283,0.366,1
64,30707,739,1308,0.155,1
67,17942,605,1189,0.199,1
37,26446,762,1551,0.384,1
53,9000,200,582,0.663,1
51,45876,672,2482,0.131,1
62,46435,319,1499,0.304,1
68,27573,564,-525,0.154,1
60,13878,942,2075,0.127,0
68,33507,234,580,0.018,0
39,39038,319,335,0.42,1
64,20356,173,-408,0.163,1
29,71835,1464,1711,0.064,1
46,23863,283,1361,0.461,1
74,16900,34,2539,0.228,1
21,13436,597,1320,0.189,1
18,38277,361,2699,0.277,1
27,27575,368,398,0.196,1
18,15673,473,1121,0.08,0
56,20036,294,-265,0.173,1
20,21476,458,811,0.49,1
33,15058,396,1586,0.388,1
21,19917,360,1281,0.085,1
47,53198,1134,2489,0.153,1
56,50319,765,1415,0.047,1
64,33741,125,1751,0.201,1
73,52295,500,2226,0.306,1
71,18922,156,1809,0.149,0
68,21592,2256,-52,0.297,0
34,39558,617,1349,0.333,1
21,36483,304,748,0.06,1
21,18199,427,-333,0.436,1
44,33524,302,0,0.399,1
65,9609,931,642,0.002,1
21,23499,155,1462,0.703,1
38,13397,174,1193,0.08,1
69,56442,387,1441,0.257,1
73,11255,23,-333,0.177,1
65,36874,563,2355,0.05,1
39,36836,983,286,0.421,1
38,20939,415,3367,0.0,1
71,27281,490,1813,0.082,1
67,27300,200,893,0.299,1
50,27842,309,1586,0.145,1
18,12945,60,2485,0.302,1
63,48503,291,1798,0.576,1
73,26849,278,1453,0.085,1
29,62860,302,2275,0.233,1
74,37617,98,736,0.0,1
36,23597,257,584,0.299,1
69,21316,494,1682,0.275,1
22,37371,453,760,0.0,1
21,16053,401,1748,0.082,0
75,23169,513,444,0.268,1
21,16670,340,1217,0.251,1
18,31528,207,1369,0.0,1
20,21904,142,1111,0.0,1
25,24183,163,488,0.387,1
30,48142,552,2412,0.011,1
43,26114,618,2063,0.264,1
23,39680,349,2336,0.037,1
70,28277,113,791,0.246,1
32,40853,235,881,0.119,1
50,43670,529,1539,0.0,1
54,26394,451,2194,0.579,0
26,18924,21,2474,0.0,1
55,21248,460,509,0.453,1
35,17930,488,-377,0.172,1
48,25258,194,1749,0.213,1
34,31218,196,886,0.039,1
50,14752,360,1414,0.143,0
60,55719,1480,1295,0.207,1
35,15175,787,1351,0.604,0
66,29976,286,1576,0.132,1
28,35822,287,2224,0.246,1
19,25888,561,2538,0.15,1
46,19517,892,590,0.233,1
74,17664,844,934,0.273,0
36,23751,434,614,0.187,0
40,43358,461,2901,0.082,1
74,23211,1818,-267,0.572,0
53,32221,76,654,0.324,1
52,20714,868,1371,0.026,1
52,48880,112,643,0.0,1
52,36430,233,872,0.114,1
41,37655,904,1004,0.124,1
69,32850,249,1533,0.199,1
36,35466,663,1625,0.037,0
44,23683,153,1514,0.158,1
39,38951,106,1657,0.429,0
53,17648,640,183,0.401,1
18,33596,679,1316,0.563,0
21,26859,582,892,0.074,1
45,35387,245,1796,0.405,1
49,31944,620,2407,0.237,1
66,21833,223,2060,0.168,1
58,17333,1512,1940,0.359,0
56,87380,361,2978,0.036,1
58,32378,325,1623,0.693,1
45,13193,1050,521,0.0,1
68,26918,855,-253,0.205,1
34,36719,698,1433,0.131,1
22,19051,460,448,0.511,0
75,24843,538,1033,0.278,1
38,19473,290,3022,0.133,1
68,37873,212,1759,0.21,1
54,19971,500,572,0.104,1
61,21912,403,2038,0.131,1
74,27656,670,657,0.218,1
59,21539,568,551,0.338,0
20,18320,237,619,0.315,1
34,25381,86,1772,0.311,1
19,37671,59,926,0.254,1
27,48429,312,-267,0.168,1
71,38268,163,1421,0.471,1
39,21390,383,983,0.062,1
49,24253,2149,483,0.052,0
31,12590,396,1581,0.214,1
30,60140,371,4136,0.148,1
62,46230,857,2515,0.437,1
46,20013,331,1671,0.048,1
21,24236,428,654,0.436,1
37,21289,167,1103,0.49,1
63,17222,165,-168,0.135,1
56,43985,480,2044,0.283,1
69,31474,112,692,0.185,1
20,21941,1079,432,0.099,1
35,27862,198,1451,0.375,1
33,16976,671,1157,0.498,0
56,42275,607,845,0.203,1
60,13357,793,1711,0.499,1
55,46151,722,896,0.511,1
26,11339,331,572,0.22,1
41,16861,619,1835,0.161,1
46,12540,519,1247,0.181,1
29,34977,301,783,0.037,1
73,40360,1183,-87,0.0,1
47,21692,15,1119,0.111,1
47,45440,1416,1229,0.548,1
68,12693,433,1050,0.414,1
70,21451,721,1312,0.116,1
26,19915,443,186,0.076,1
22,59443,328,587,0.056,1
24,41074,325,2168,0.259,0
20,48329,316,1778,0.104,1
57,15442,521,1079,0.432,1
35,10383,435,650,0.266,1
34,25744,160,2771,0.351,1
45,16324,51,1090,0.459,1
68,35741,380,3468,0.239,1
66,41921,207,1023,0.575,1
40,43798,105,615,0.021,1
74,19476,803,1105,0.337,0
30,22427,685,1619,0.139,1
44,53713,298,3224,0.05,1
61,41268,95,661,0.513,1
48,25227,376,564,0.175,1
75,37184,555,2553,0.046,0
25,25990,297,1272,0.631,0
64,39908,203,1214,0.251,0
45,36099,399,2557,0.172,1
72,25642,392,40,0.531,1
49,25390,554,1211,0.04,0
48,23972,485,2599,0.395,1
63,16398,418,1384,0.28,1
55,28591,168,532,0.356,1
53,95195,186,1982,0.355,1
24,23873,624,2123,0.15,1
51,24745,346,3189,0.283,1
18,36287,269,3608,0.308,0
46,30134,304,402,0.127,1
32,16516,129,734,0.298,1
51,20336,310,2454,0.132,1
22,36903,752,-20,0.0,0
51,18906,395,2349,0.09,1
63,9000,301,507,0.336,0
38,30816,105,2786,0.186,1
31,37689,1307,941,0.146,0
23,11959,431,735,0.285,1
18,55471,1037,-746,0.402,0
28,19698,275,1025,0.0,1
22,18323,323,356,0.183,0
67,31297,40,839,0.336,1
56,30490,480,582,0.162,1
51,22247,885,1220,0.063,1
35,38964,268,2859,0.556,0
23,12027,627,502,0.523,1
58,28904,178,1300,0.434,1
20,84364,216,3238,0.071,1
60,20696,595,1304,0.244,0
68,28327,120,1082,0.201,1
72,27625,163,367,0.08,1
46,83338,99,2439,0.191,1
74,19390,739,-301,0.336,1
31,49786,1364,1873,0.052,1
61,65937,739,1594,0.338,1
49,13290,326,-316,0.437,1
20,55746,402,1585,0.132,1
31,21686,1000,458,0.48,1
65,15488,300,1106,0.005,1
38,14805,657,1763,0.138,1
48,20800,947,1807,0.264,0
38,28187,410,1164,0.42,1
22,44310,18,1939,0.485,1
62,34541,373,-555,0.208,0
59,20326,117,1930,0.077,1
34,38134,11,1633,0.097,1
50,45533,615,2744,0.136,1
70,23906,274,1015,0.635,1
64,9895,334,299,0.064,0
66,22217,454,-607,0.151,0
71,38205,429,934,0.0,1
21,18671,753,762,0.004,1
48,45388,187,1746,0.132,0
52,9000,107,219,0.038,1
64,22199,1124,1428,0.074,0
18,16370,231,830,0.451,1
68,19588,119,634,0.16,1
56,21611,494,1052,0.085,1
43,23532,831,1359,0.781,0
68,14392,1192,1121,0.377,0
31,33914,118,1259,0.19,0
22,24757,435,3314,0.189,1
24,29831,313,102,0.231,1
45,40757,358,1003,0.085,1
41,47621,527,-422,0.268,1
20,16970,265,1296,0.106,1
75,44300,349,2881,0.0,0
67,22446,702,2096,0.272,1
58,19747,616,606,0.0,0
68,17705,293,590,0.259,0
45,65557,76,524,0.189,1
70,30975,147,441,0.09,1
27,27082,768,1326,0.143,0
68,12247,219,-563,0.221,1
54,23760,201,1203,0.053,1
21,21076,121,1209,0.435,1
68,20230,533,1280,0.397,1
67,21402,406,1078,0.296,0
24,28051,229,782,0.473,1
20,17106,638,249,0.183,1
53,15907,55,225,0.136,1
33,18230,1012,2317,0.267,0
31,37539,1049,232,0.212,1
22,28576,319,2324,0.287,0
29,35534,344,1420,0.29,1
73,37645,106,1245,0.393,1
24,20544,88,2280,0.244,1
24,20901,620,896,0.1,0
21,50681,441,1293,0.118,1
52,56335,176,1937,0.094,1
35,21305,509,1345,0.275,1
19,18538,850,990,0.233,1
47,15135,673,609,0.0,1
24,14107,526,1822,0.098,1
48,18541,62,1840,0.083,1
25,12568,165,845,0.33,1
54,46402,883,924,0.167,1
53,43907,73,3402,0.198,1
46,25421,184,932,0.396,1
20,23394,586,1798,0.013,1
24,21535,402,1678,0.438,0
18,33516,270,1879,0.001,1
26,25274,19,2592,0.331,1
44,57836,1485,1228,0.446,0
