age,annual_income,monthly_debt,property_price,deposit_amount,requested_loan,mortgage_term_years,ltv,max_borrow_amount,risk_band,approved
64,52969,285,270221,75584,194637,30,72.0,235725,Low,1
32,41088,1162,148035,45594,102441,30,69.2,201055,Low,1
36,38292,498,183983,34424,149559,20,81.3,188053,Low,1
60,54366,267,197972,22547,175425,20,88.6,230774,Low,1
40,36603,219,165143,16559,148584,20,90.0,149195,Low,1
68,57723,510,224568,46361,178207,15,79.4,241695,Low,1
41,50131,367,275411,45284,230127,35,83.6,211111,Medium,0
59,35051,134,268019,25159,242860,25,90.6,139820,High,0
50,28649,1313,134563,18153,116410,25,86.5,138132,Medium,1
65,42229,368,170048,63832,106216,35,62.5,171253,Low,1
48,36230,570,267905,62182,205723,25,76.8,143770,Medium,0
52,31700,793,362352,64430,297922,25,82.2,149360,High,0
36,36827,322,120000,11291,108709,30,90.6,141184,Low,1
39,29017,88,161151,12045,149106,30,92.5,125072,Medium,0
51,81211,1243,155967,45260,110707,20,71.0,311423,Low,1
68,37312,450,208204,26774,181430,30,87.1,143208,Medium,1
36,63019,710,177808,18240,159568,30,89.7,222394,Low,1
19,44093,421,286594,63878,222716,25,77.7,168015,Low,1
42,78850,1184,152599,10319,142280,30,93.2,331764,Low,1
29,40463,437,131939,13003,118936,25,90.1,182279,Low,1
36,24368,1270,215718,12468,203250,15,94.2,81168,High,1
62,45754,183,233985,40624,193361,25,82.6,194653,Low,1
24,53634,1104,258036,84876,173160,30,67.1,210272,Low,1
51,23046,64,128262,41497,86765,25,67.6,75581,Low,1
75,45641,806,237808,23970,213838,35,89.9,194115,High,0
68,80445,767,149737,43212,106525,20,71.1,344281,Low,1
20,45427,418,141459,24352,117107,25,82.8,131103,Low,1
62,71372,360,175275,43692,131583,30,75.1,265990,Low,1
53,37111,371,244488,33950,210538,20,86.1,120817,Medium,0
18,23126,702,176787,15952,160835,20,91.0,77742,High,0
38,42525,146,307484,51415,256069,30,83.3,199046,Medium,1
49,40390,0,163597,29454,134143,35,82.0,233604,Low,1
46,56340,1467,153230,44916,108314,15,70.7,221462,Low,1
33,38247,480,197544,38505,159039,25,80.5,158511,Low,1
33,28915,552,175692,19937,155755,25,88.7,125987,Medium,0
47,47199,1233,195048,41802,153246,20,78.6,242810,Low,1
68,54070,586,228163,61217,166946,15,73.2,254647,Low,1
20,15577,1231,183636,21770,161866,25,88.1,48389,High,0
51,22307,458,212862,15465,197397,25,92.7,114460,High,0
29,46721,683,291142,96287,194855,30,66.9,174908,Low,1
52,62667,1138,157969,20621,137348,20,86.9,218866,Low,1
50,29773,247,202029,14059,187970,25,93.0,150531,Medium,1
70,17917,937,214032,28728,185304,15,86.6,85359,High,0
22,16506,723,272826,29094,243732,30,89.3,76321,High,0
61,39225,867,313668,96855,216813,20,69.1,155517,Medium,0
42,27076,875,135992,19994,115998,20,85.3,109238,Medium,1
31,55670,182,246304,21379,224925,25,91.3,192278,Medium,1
24,30337,183,188708,38139,150569,25,79.8,150689,Low,1
59,29295,295,133570,44314,89256,30,66.8,123293,Low,1
55,31067,619,205362,33933,171429,15,83.5,124768,Medium,1
69,23889,780,183512,26479,157033,20,85.6,116892,High,0
36,34115,349,184803,20494,164309,20,88.9,150594,Low,1
71,43098,441,180640,13934,166706,25,92.3,151455,Medium,1
37,18542,1499,185829,30864,154965,30,83.4,93679,High,0
70,49957,497,211593,54034,157559,20,74.5,234105,Low,1
56,46477,417,205044,23440,181604,20,88.6,141726,Medium,1
25,28377,215,242853,39548,203305,35,83.7,109525,Medium,0
33,18166,201,241759,46026,195733,25,81.0,72711,High,0
28,32064,166,269634,52885,216749,25,80.4,116746,Medium,1
39,33237,1060,153208,25497,127711,25,83.4,119801,Medium,1
48,33966,388,153679,38696,114983,25,74.8,140543,Low,1
57,40901,1149,382317,77909,304408,15,79.6,149101,High,0
19,51807,197,321452,50297,271155,30,84.4,269526,Low,1
56,23133,723,132559,14389,118170,15,89.1,104274,Medium,0
33,21916,103,286647,63073,223574,20,78.0,88821,Medium,0
34,46848,82,127610,14178,113432,30,88.9,177387,Low,1
26,46585,310,177565,31705,145860,20,82.1,265751,Low,1
75,36274,544,327015,47078,279937,30,85.6,151046,High,1
56,30517,182,266678,31073,235605,25,88.3,138978,High,0
49,55460,113,217333,45966,171367,25,78.8,217544,Low,1
51,40841,650,248363,32077,216286,20,87.1,142227,Medium,1
34,29543,360,255365,51178,204187,20,80.0,123293,Medium,1
37,28077,1393,162754,18898,143856,15,88.4,95385,High,0
32,35421,1443,133700,26423,107277,15,80.2,157213,Low,1
21,42871,751,161840,15380,146460,20,90.5,164272,Low,1
61,71943,1202,158896,70503,88393,15,55.6,254080,Low,1
25,38801,97,209485,48985,160500,25,76.6,139387,Low,1
18,31762,787,208148,18178,189970,20,91.3,147251,High,0
59,29382,279,234729,53316,181413,25,77.3,118913,Medium,1
73,36026,782,219670,24261,195409,30,89.0,156115,High,0
50,26399,69,159619,25238,134381,25,84.2,109270,Low,1
65,61359,262,241687,34538,207149,30,85.7,267584,Low,1
48,27807,656,209123,61238,147885,15,70.7,112270,Low,1
69,37723,1290,251575,63779,187796,20,74.6,166875,Medium,1
41,48986,497,185025,35991,149034,25,80.5,202298,Low,1
32,54701,472,253893,35400,218493,20,86.1,272934,Low,1
41,30163,345,426987,122968,304019,15,71.2,140158,Low,1
56,80923,305,171736,37167,134569,25,78.4,365969,Low,1
53,14000,356,205183,72469,132714,25,64.7,57593,Medium,1
47,23766,896,223742,44346,179396,20,80.2,98118,High,0
70,31124,90,227384,40263,187121,20,82.3,162496,Low,1
75,51852,531,505745,99387,406358,30,80.3,192744,High,1
55,38006,567,220609,48580,172029,30,78.0,152492,Medium,0
61,54205,625,309955,18344,291611,25,94.1,215072,High,0
31,31710,166,233535,80983,152552,25,65.3,145940,Low,1
44,51299,921,178244,38143,140101,25,78.6,268219,Low,1
20,45095,485,192654,43807,148847,30,77.3,200967,Low,1
55,52582,692,208117,93653,114464,15,55.0,226426,Low,1
20,46202,1259,196423,24803,171620,30,87.4,202959,Medium,1
71,73380,330,213417,35744,177673,35,83.3,299357,Low,1
49,28985,150,228156,57751,170405,25,74.7,116895,Low,0
72,43902,481,362430,41729,320701,30,88.5,199136,High,0
21,16247,790,232285,71085,161200,25,69.4,56919,High,0
26,23885,367,250707,49117,201590,30,80.4,114057,Medium,1
20,70440,756,260353,46204,214149,25,82.3,319208,Low,1
56,55312,503,194234,19232,175002,25,90.1,211144,Low,1
39,49665,534,120000,9043,110957,30,92.5,246747,Low,1
27,40139,587,281812,31421,250391,30,88.9,183823,Medium,0
44,36678,152,265084,44990,220094,15,83.0,160592,Low,0
55,29923,291,177537,52129,125408,30,70.6,110619,Low,1
21,40381,974,190099,43237,146862,20,77.3,169454,Low,1
52,49992,407,183778,33080,150698,25,82.0,214851,Low,1
23,14000,881,370452,127218,243234,25,65.7,48648,High,0
37,23810,436,244620,19952,224668,30,91.8,109074,High,0
30,42738,495,189506,21097,168409,15,88.9,150981,Low,1
48,26448,463,241005,72888,168117,25,69.8,103600,Medium,0
43,36500,381,302945,54049,248896,35,82.2,160620,High,0
47,76622,240,209289,29384,179905,25,86.0,355365,Low,1
44,66580,114,233023,52176,180847,30,77.6,353489,Low,1
59,35721,188,193920,56858,137062,15,70.7,172639,Low,1
41,27430,899,291854,69973,221881,20,76.0,102728,High,0
46,58844,1336,175032,50266,124766,20,71.3,223317,Low,1
50,77199,205,187743,30701,157042,30,83.6,330565,Low,1
47,29743,502,212597,58581,154016,30,72.4,134983,Medium,1
63,53498,780,282811,64187,218624,20,77.3,248480,Low,1
36,29584,309,289235,50100,239135,30,82.7,127340,Medium,1
65,29878,55,225616,31504,194112,25,86.0,107169,High,0
26,42668,423,252217,62262,189955,15,75.3,190769,Low,1
72,47226,266,233120,38698,194422,35,83.4,186481,Medium,0
43,39433,427,221006,21557,199449,25,90.2,150648,Medium,0
25,26287,368,322505,111676,210829,25,65.4,123643,Low,1
21,15408,619,198503,41554,156949,30,79.1,71140,High,0
46,120237,279,203384,37321,166063,25,81.6,469920,Low,1
19,34439,599,182412,49201,133211,35,73.0,164783,Low,1
21,45052,942,233280,38761,194519,20,83.4,197492,Low,1
30,68030,182,189003,16609,172394,20,91.2,298616,Low,1
40,31270,938,225749,21852,203897,30,90.3,141943,High,0
23,31660,450,120000,32588,87412,35,72.8,152048,Low,1
44,32846,1702,179492,16501,162991,25,90.8,119249,High,0
43,18073,532,297678,46940,250738,30,84.2,78844,High,0
20,22308,699,174919,16379,158540,30,90.6,82027,High,0
37,44148,258,188843,43798,145045,25,76.8,199822,Low,1
50,36874,366,137356,15240,122116,25,88.9,162630,Low,1
21,41077,574,214722,48918,165804,30,77.2,149349,Low,1
36,35487,360,124187,48905,75282,35,60.6,175819,Low,1
67,54896,228,248028,51757,196271,20,79.1,210789,Low,1
36,32812,874,202547,22517,180030,20,88.9,157256,Medium,1
71,39841,577,120000,30479,89521,30,74.6,200515,Low,1
31,61700,295,236288,45107,191181,35,80.9,288728,Low,1
74,38606,566,271391,53314,218077,30,80.4,177065,Medium,1
60,88853,554,126884,16039,110845,35,87.4,421766,Low,1
24,19976,342,275026,67557,207469,20,75.4,84964,Medium,0
74,28427,158,144973,39501,105472,35,72.8,132012,Low,1
71,33473,247,237784,16877,220907,30,92.9,183834,High,0
63,37322,1248,214468,34782,179686,20,83.8,180911,Medium,0
61,79107,340,251351,50259,201092,20,80.0,294628,Low,1
30,54778,172,176443,34430,142013,30,80.5,327430,Low,1
28,40207,803,124187,28191,95996,30,77.3,178180,Low,1
19,37769,20,120000,19014,100986,25,84.2,194218,Low,1
50,24200,354,278932,31761,247171,30,88.6,91979,High,0
30,39457,408,272525,52902,219623,25,80.6,162411,Medium,0
70,76852,565,211599,47414,164185,25,77.6,313881,Low,1
70,30207,1098,187852,65234,122618,25,65.3,113470,Medium,1
37,28727,0,155290,31454,123836,25,79.7,130440,Low,1
27,37484,379,202387,16160,186227,30,92.0,162825,Medium,0
33,56019,370,215648,34618,181030,25,83.9,205112,Low,1
60,75881,616,269241,37773,231468,30,86.0,391527,Low,1
68,66591,130,134186,19458,114728,30,85.5,320239,Low,1
40,33052,572,158746,27323,131423,30,82.8,134527,Low,1
26,84565,59,149515,15084,134431,20,89.9,350659,Low,1
65,26658,1108,229034,35008,194026,30,84.7,82454,High,0
69,30972,1128,256430,24883,231547,25,90.3,132602,High,1
38,43895,676,216418,48053,168365,25,77.8,190572,Low,1
45,26360,888,196708,32524,164184,25,83.5,88649,High,0
24,44443,179,152709,35096,117613,25,77.0,210930,Low,1
49,78770,688,306492,21583,284909,30,93.0,338931,Medium,1
24,37489,54,194794,64543,130251,25,66.9,141920,Low,1
58,15376,611,229380,25333,204047,25,89.0,65857,High,0
29,35230,125,288196,71893,216303,20,75.1,163443,Low,1
19,41012,170,164170,27459,136711,25,83.3,162803,Low,1
33,38493,370,146445,17723,128722,20,87.9,126082,Low,1
72,34448,283,237045,28414,208631,25,88.0,161667,Medium,0
21,34421,170,160227,35660,124567,25,77.7,147525,Low,1
22,21834,475,134618,23125,111493,25,82.8,82665,Medium,0
19,35186,195,200217,45755,154462,30,77.1,165735,Low,1
73,36127,1352,293043,29944,263099,30,89.8,146409,High,0
38,30512,91,195133,41551,153582,35,78.7,136344,Low,1
38,81072,162,148905,22914,125991,35,84.6,382057,Low,1
23,27556,472,132789,27863,104926,15,79.0,123158,Low,1
28,52147,917,332739,39379,293360,15,88.2,198680,Medium,0
33,48284,625,182704,21339,161365,30,88.3,243372,Low,1
75,65537,792,161616,25035,136581,35,84.5,303292,Low,1
20,14000,692,270148,54233,215915,25,79.9,43583,High,1
73,36687,306,263410,38033,225377,25,85.6,154479,Medium,1
54,24300,386,239497,20563,218934,20,91.4,108455,High,0
58,40837,552,221185,77519,143666,30,65.0,181102,Low,1
61,41840,450,174305,10591,163714,30,93.9,175458,Medium,0
44,31449,389,198681,34289,164392,30,82.7,136135,Medium,0
56,82661,143,233223,41386,191837,25,82.3,411423,Low,1
18,48109,755,211799,26439,185360,30,87.5,223320,Low,1
73,31873,578,152084,51144,100940,30,66.4,135013,Low,1
46,99979,572,306789,28599,278190,30,90.7,441528,Low,1
20,27408,200,161542,36825,124717,25,77.2,129430,Low,0
69,33827,480,158814,20166,138648,30,87.3,143955,Medium,0
66,63483,170,183251,24518,158733,25,86.6,321655,Low,1
57,30390,655,120000,22823,97177,20,81.0,101058,Medium,0
19,34854,240,145818,35072,110746,35,75.9,146749,Low,1
44,42845,530,208658,34565,174093,15,83.4,195506,Low,1
30,65433,366,275947,45236,230711,20,83.6,347814,Low,1
22,20289,191,198840,55599,143241,25,72.0,89430,Low,1
21,30112,775,231702,19655,212047,35,91.5,137443,High,1
58,56485,455,181302,20604,160698,25,88.6,285805,Low,1
22,30712,574,273741,57072,216669,20,79.2,106814,Medium,0
27,35548,249,120000,18296,101704,30,84.8,162441,Low,1
49,51445,250,200743,41546,159197,25,79.3,211123,Low,1
22,30793,880,152179,17635,134544,25,88.4,127948,Medium,0
53,33283,849,214495,26392,188103,30,87.7,173942,High,0
45,27133,1109,210382,32006,178376,20,84.8,125326,High,0
65,53989,713,159711,51886,107825,25,67.5,248547,Low,1
22,45416,743,146286,35675,110611,20,75.6,200925,Low,1
43,36651,200,120000,15607,104393,30,87.0,171054,Low,1
34,38089,464,268980,23692,245288,20,91.2,202173,Medium,0
68,25464,230,277363,71711,205652,15,74.1,103958,Medium,0
34,52222,414,182268,25012,157256,20,86.3,284290,Low,1
67,32057,610,166664,8670,157994,25,94.8,151359,High,0
51,42891,98,120000,47624,72376,30,60.3,178796,Low,1
58,47325,463,233772,21041,212731,35,91.0,223800,Medium,1
30,45413,214,169563,48715,120848,25,71.3,151153,Low,1
73,108354,522,120000,10139,109861,20,91.6,466151,Low,1
64,47729,185,306862,44936,261926,20,85.4,242996,Low,0
26,19231,496,214247,54966,159281,25,74.3,77687,Medium,0
55,44279,603,226071,41397,184674,25,81.7,215361,Low,1
66,51768,79,120000,22910,97090,20,80.9,230400,Low,1
18,18926,541,172318,15060,157258,30,91.3,79093,High,0
36,29926,618,179546,30720,148826,20,82.9,145414,Low,1
62,41652,285,217824,43777,174047,35,79.9,209362,Low,0
67,49102,358,217026,19763,197263,25,90.9,205122,Medium,0
51,29446,139,283464,46602,236862,25,83.6,128427,Medium,0
52,41495,1811,178664,16598,162066,35,90.7,200366,High,0
47,43623,991,233425,19363,214062,25,91.7,164532,High,1
29,51729,989,307261,20370,286891,25,93.4,220745,High,0
26,59402,51,224902,43326,181576,20,80.7,276070,Low,1
56,42002,431,135974,30696,105278,30,77.4,184112,Low,1
44,66291,1522,151229,22570,128659,30,85.1,255157,Low,1
31,29825,406,230729,52860,177869,20,77.1,121489,Medium,1
25,29191,231,310038,25837,284201,30,91.7,135437,High,0
66,38501,496,198361,40397,157964,35,79.6,129284,Medium,1
55,26708,238,215951,49016,166935,20,77.3,93546,Medium,1
28,33174,497,134863,49125,85738,20,63.6,118351,Low,1
60,43208,508,146796,29065,117731,25,80.2,188314,Low,1
19,51422,336,354852,110398,244454,30,68.9,234272,Low,1
36,42689,357,210137,30751,179386,30,85.4,180057,Low,0
54,49406,465,272294,97092,175202,25,64.3,240819,Low,1
74,50550,1532,283970,41659,242311,25,85.3,198514,High,0
73,22440,212,282871,73749,209122,20,73.9,103645,Medium,1
62,38180,657,214735,35606,179129,25,83.4,166940,Medium,1
37,53925,120,287876,33731,254145,20,88.3,242878,Low,1
32,48819,209,196404,28466,167938,15,85.5,214082,Low,1
27,49211,912,320674,85036,235638,20,73.5,250466,Low,1
51,41541,497,128485,36489,91996,30,71.6,176725,Low,1
41,48816,456,223373,30179,193194,15,86.5,218106,Low,1
51,35825,415,165260,40543,124717,30,75.5,126066,Low,1
36,15485,623,219254,46986,172268,35,78.6,66211,High,0
19,48799,221,120000,9874,110126,30,91.8,229073,Low,1
48,55332,286,222047,53123,168924,30,76.1,240098,Low,1
53,27306,533,225377,54747,170630,25,75.7,116116,Medium,0
45,35364,170,199630,41044,158586,35,79.4,147769,Medium,1
23,24688,388,133342,21631,111711,30,83.8,102679,Medium,1
42,63979,522,152888,24704,128184,25,83.8,274055,Low,1
37,26003,166,179365,27893,151472,20,84.4,120645,Low,0
18,45213,124,186412,51338,135074,30,72.5,207438,Low,1
47,29256,651,231232,18917,212315,25,91.8,102626,High,0
42,76921,556,222152,46805,175347,25,78.9,332713,Low,1
24,46760,166,172276,23775,148501,30,86.2,232446,Low,1
69,42649,529,204826,38734,166092,30,81.1,169912,Medium,0
60,25191,131,201010,52654,148356,15,73.8,93069,Low,0
23,58070,488,233918,28058,205860,20,88.0,264455,Low,1
42,40164,325,174854,39593,135261,30,77.4,181176,Low,1
73,22606,309,260395,60443,199952,30,76.8,102241,High,0
30,37860,413,162337,17890,144447,20,89.0,147848,Low,1
32,50716,1044,494523,75543,418980,25,84.7,255390,High,0
20,44277,299,137731,22247,115484,30,83.8,172619,Low,1
75,49991,320,222534,36442,186092,30,83.6,211039,Low,1
51,48406,0,203754,38520,165234,30,81.1,226022,Low,1
48,42387,727,159688,12529,147159,30,92.2,181055,Medium,1
73,56669,310,162537,44872,117665,25,72.4,280802,Low,1
73,30798,827,264376,93182,171194,25,64.8,136269,Medium,0
29,20172,740,218626,21321,197305,20,90.2,67554,High,0
52,36692,785,291863,42360,249503,15,85.5,188471,Medium,1
71,39030,313,188185,64173,124012,15,65.9,169537,Low,1
18,22509,705,238324,41022,197302,15,82.8,111086,High,1
74,35893,527,222726,60444,162282,30,72.9,128137,Medium,1
51,19122,730,206242,55226,151016,25,73.2,84471,High,0
22,27613,180,187603,75183,112420,20,59.9,99526,Low,1
42,53165,154,124151,11011,113140,25,91.1,206051,Low,1
45,26077,1410,292386,62131,230255,30,78.8,83978,High,1
20,28926,963,164258,22593,141665,35,86.2,122870,High,0
37,50147,109,121102,16486,104616,30,86.4,213392,Low,1
18,58802,1266,141865,22875,118990,25,83.9,203265,Low,1
19,40864,161,296402,47915,248487,30,83.8,177355,Medium,0
65,20433,1408,303146,81638,221508,30,73.1,83248,High,0
50,37103,230,131212,23607,107605,25,82.0,149553,Low,1
36,61212,427,294165,41792,252373,30,85.8,187284,Medium,0
44,32034,542,227325,15653,211672,25,93.1,148110,High,0
68,49237,453,220323,66011,154312,25,70.0,183200,Low,1
21,38974,326,229932,20021,209911,25,91.3,150269,Medium,1
26,17955,488,120000,19326,100674,30,83.9,64915,High,0
72,31449,186,194087,74841,119246,35,61.4,147777,Low,1
23,23966,963,174669,13234,161435,35,92.4,104883,High,0
24,33225,990,129738,13897,115841,35,89.3,142303,Medium,1
56,50701,794,197595,27967,169628,20,85.8,251144,Low,1
36,37473,596,169931,13789,156142,25,91.9,191388,Low,1
69,56635,184,161526,17051,144475,20,89.4,227263,Low,1
40,22187,349,265080,55753,209327,20,79.0,83208,Medium,0
38,27025,441,178440,28497,149943,25,84.0,102808,Medium,1
32,35958,1031,275034,32042,242992,25,88.3,165531,High,0
53,58465,522,185794,47234,138560,25,74.6,287121,Low,1
50,30811,650,356673,95270,261403,25,73.3,131302,Medium,0
28,46481,179,185710,18270,167440,30,90.2,165703,Low,1
22,20721,317,120000,35020,84980,25,70.8,74030,Low,1
34,54742,458,192193,60720,131473,30,68.4,250360,Low,1
57,91629,0,171488,42797,128691,25,75.0,413189,Low,1
43,38452,140,247017,27421,219596,25,88.9,162545,Medium,0
55,45692,598,284983,17310,267673,20,93.9,179898,High,1
18,58779,333,167490,56290,111200,25,66.4,217563,Low,1
68,66273,1060,192770,74238,118532,20,61.5,247049,Low,1
24,40435,438,203584,56258,147326,30,72.4,156616,Low,1
23,97317,321,191007,54993,136014,20,71.2,409173,Low,1
62,53452,343,231901,70911,160990,30,69.4,239339,Low,1
71,43946,288,146106,30352,115754,25,79.2,175716,Low,1
52,50161,977,177072,25372,151700,15,85.7,143080,Medium,1
40,45078,546,120000,24920,95080,25,79.2,217437,Low,1
53,43923,626,250744,55451,195293,25,77.9,189692,Low,1
75,38513,329,120000,9035,110965,25,92.5,180047,Low,1
33,78527,1211,158469,18421,140048,30,88.4,390755,Low,1
75,41647,757,216823,32864,183959,25,84.8,140219,High,0
40,44215,227,193477,53808,139669,25,72.2,133942,Low,1
19,31251,655,248465,50201,198264,15,79.8,143235,Medium,1
70,45705,620,225922,64628,161294,25,71.4,211845,Low,1
52,37326,356,128265,14018,114247,35,89.1,191254,Low,1
21,42971,588,255591,14808,240783,30,94.2,178425,High,0
19,32107,626,333765,37945,295820,30,88.6,149782,High,0
34,33558,272,292723,32439,260284,30,88.9,177984,Medium,0
33,27632,547,160116,38494,121622,30,76.0,104083,Medium,0
20,35279,1234,229289,21355,207934,30,90.7,138413,High,0
52,28999,531,219333,22340,196993,25,89.8,104466,High,0
20,46221,356,125652,18592,107060,30,85.2,205007,Low,1
72,36499,236,120000,11114,108886,30,90.7,113390,Medium,1
43,33074,306,305581,35442,270139,25,88.4,155232,Medium,0
40,46854,680,168802,12562,156240,30,92.6,191328,Low,1
24,47817,360,157590,36993,120597,30,76.5,184472,Low,1
50,40982,228,141604,26893,114711,25,81.0,186479,Low,1
38,18001,977,248737,32484,216253,35,86.9,65714,High,0
36,28770,1323,196176,21174,175002,25,89.2,121160,High,0
44,29386,119,201636,31113,170523,35,84.6,129369,Medium,0
19,28759,1054,218478,25626,192852,20,88.3,121045,High,0
54,39905,700,258421,68493,189928,20,73.5,180302,Low,1
31,43974,1691,191644,41434,150210,35,78.4,213993,Low,1
30,35479,182,204317,33593,170724,25,83.6,138710,Low,1
