age,annual_income,monthly_debt,existing_cc_balance,total_cc_limit,requested_limit,predicted_limit,approved
41,31498,103,0,0,4994,6034,1
73,23127,77,311,5088,15095,4836,1
19,33880,487,2025,11367,4017,5956,1
62,34573,80,5434,12375,6984,7113,1
74,61553,406,10435,32094,11925,10352,1
18,57128,96,3062,35718,8392,9056,1
19,21186,257,5381,7629,13782,3659,1
21,48261,187,4693,11446,24588,7571,0
34,16344,289,0,0,4281,1540,1
37,47204,542,1120,8640,13057,7684,1
73,17466,467,0,0,8408,1153,1
66,36693,86,3939,7572,11454,7173,1
50,20957,344,3722,10310,5882,2707,1
75,28972,261,1094,13539,3243,5238,0
48,88139,337,511,20271,4305,17001,1
39,25403,299,8165,15518,29977,3126,0
34,20403,1352,10384,14667,12590,1519,1
37,46057,324,9814,20762,4592,6917,1
65,33676,401,827,7485,14188,5031,0
21,29537,190,8573,11638,10035,4795,0
50,32997,160,0,0,8456,5220,1
55,35473,174,0,0,9067,6824,1
69,63292,777,1710,5865,8249,9573,1
75,44894,711,1058,10242,10073,7012,1
28,133815,594,4817,14761,9827,23684,0
69,37832,694,895,8693,12266,6229,0
71,17583,372,0,0,7870,2432,1
21,37860,442,0,0,14852,6577,0
26,30578,116,0,0,6022,4294,1
65,59991,268,8981,22498,15174,9770,1
26,24871,224,2378,9338,6909,4483,1
62,28953,764,10072,20848,8100,2398,1
42,27563,324,2532,10736,6309,3653,1
20,33992,964,1733,19461,13695,5311,1
30,35492,327,2772,22882,4802,6724,1
46,34956,525,789,5944,3441,6024,1
36,33649,551,0,0,19794,5643,0
58,33683,230,1511,7235,7283,5133,1
45,36751,492,1916,22140,6309,5822,0
74,28833,87,4881,24618,7237,5046,0
23,23634,904,0,0,10030,2856,0
51,38138,740,7535,10936,9043,6268,1
31,26287,137,0,0,3222,5716,0
46,20302,649,0,0,9811,3642,0
18,26726,524,0,0,5928,5113,1
32,56876,265,0,0,5794,10556,1
33,20602,806,0,0,11698,3277,1
56,24131,181,0,0,3883,4677,1
67,33583,930,0,0,9109,4589,0
49,37300,1057,3227,8326,9811,5765,0
21,47924,438,2731,16583,22054,6535,1
56,28820,420,2808,22719,5946,4594,0
46,29233,825,2784,10476,14052,4372,1
20,37087,158,0,0,3518,7180,1
51,33461,617,21943,63406,5589,3060,1
18,37153,329,925,4417,6616,6140,0
64,60123,1239,3381,13061,7258,9311,0
68,27606,12,4528,8357,6356,4436,1
66,75629,651,659,4372,2013,14088,1
52,17151,582,0,0,3690,2552,0
58,20539,345,0,0,9131,3618,1
24,32171,211,10054,21193,9584,5320,0
19,63173,313,2672,15309,2690,9583,1
27,22523,518,3270,15216,8095,3821,0
21,69217,211,3717,11917,8087,10790,0
46,15823,296,0,0,4394,2121,1
37,20824,418,967,2534,6560,4509,0
46,24971,251,4157,10997,17813,3126,1
21,22129,285,0,0,6655,3701,1
64,18841,656,148,20506,5125,2509,0
61,67200,434,1195,17908,11810,12324,1
71,22330,361,719,13234,6255,4362,1
51,24796,1033,5541,18280,6661,3754,0
68,21113,45,1579,25855,5609,4381,1
28,68994,92,9341,12887,14636,10030,0
31,36423,422,1022,5295,7460,6497,1
31,33027,191,2114,4104,8791,5166,1
61,42966,998,19910,51606,10835,4600,0
61,28081,142,13020,32068,8119,2997,1
46,18101,660,10615,24291,6820,1745,1
19,29652,463,3205,12515,4416,4560,1
18,19504,138,4236,35197,6058,2285,1
47,48914,208,7640,18219,2263,7998,1
65,36554,186,1029,5464,12890,5917,1
24,27019,520,3555,21658,5366,4048,1
59,43002,517,1828,12367,2668,7367,1
70,44753,768,0,0,5548,7461,0
19,46360,135,4238,16367,5848,7782,1
61,55549,1126,15012,27587,3976,7546,0
38,18360,678,8747,16037,10993,1310,1
25,29139,84,1083,5456,6477,4937,1
42,37668,861,19579,27665,11761,3526,0
74,23538,187,3923,20892,7419,4188,1
29,59944,350,1604,27406,29143,11271,1
35,86424,450,5080,13881,8958,15696,1
41,43501,592,2250,8978,5130,7305,1
34,18475,198,7325,16178,1969,1928,0
37,35026,520,1562,20776,8057,3955,0
50,23016,647,7563,10333,5740,2592,0
65,34883,1488,3214,12728,5986,4517,1
27,43293,909,16078,33779,6602,6336,1
48,46108,152,0,0,6073,8927,1
50,39693,166,0,0,6520,7229,1
47,12388,118,0,0,5795,2982,0
38,37045,805,2339,21753,9380,6074,1
68,49869,561,4435,6737,10471,8138,1
33,18522,175,2066,30585,8914,3965,1
63,31351,431,6095,23510,6389,3889,0
22,25835,42,16254,27295,12126,2660,1
70,26758,108,498,11483,3834,4472,1
54,34258,822,6503,11739,5755,5349,0
50,49853,639,20095,34421,4957,6678,1
27,36186,225,12865,18331,6938,4009,0
32,27682,165,3136,9725,16200,6171,1
69,63214,131,5363,21971,3185,10039,0
22,45166,1078,1386,5458,6503,7211,1
57,54085,496,0,0,11153,10056,0
38,30684,486,3397,6646,1761,5096,1
26,32360,608,24335,65000,4531,2634,1
23,24202,281,2490,26263,8940,4198,0
26,46853,64,4888,22732,11619,8335,0
49,39419,215,1596,16361,3212,8359,1
75,27336,66,0,0,6593,5482,0
59,25642,161,4164,12034,9456,3799,1
18,27349,160,5608,23666,18871,2820,0
55,28132,161,2075,6280,2193,5494,1
49,28897,922,0,0,6703,5251,1
22,29449,1349,1622,17300,5345,3726,1
30,35693,144,10164,39932,13218,5236,1
31,35157,395,7272,16569,6657,5502,0
48,56581,1031,315,9495,8744,9118,1
30,40465,137,390,5973,7288,7668,1
59,32937,55,5407,30177,3360,4933,1
68,36268,1012,467,7183,8564,4662,1
65,36816,721,6028,17008,20884,4886,0
58,30603,274,954,11407,6169,4815,0
65,17382,1041,0,0,6257,2653,0
39,27095,366,10671,17810,14869,3843,1
39,23788,366,8130,23693,16709,3219,0
53,69139,217,13673,21930,18532,10871,1
35,31130,139,9604,42950,6171,3381,0
41,31991,60,1972,8490,5290,5254,1
19,35379,575,1375,14812,7232,6110,1
50,26579,389,84,43741,2714,4682,1
29,48395,152,1352,9061,11283,9178,1
67,24312,744,293,4558,3997,4961,1
66,40261,305,3006,4516,2966,6172,1
43,22497,152,10474,11628,6786,3266,1
40,84176,633,4006,5832,8428,11861,1
23,52774,769,8738,31730,7016,7945,1
42,23197,81,75,14422,6977,3342,1
43,31893,209,0,0,3876,6652,1
37,19440,512,2434,23633,15346,3608,0
24,27758,352,0,0,8660,4452,0
31,53661,635,2740,19947,9422,9439,0
40,34328,1168,3175,14775,22212,5112,1
38,22522,242,3032,10407,4419,2991,1
65,31811,148,1378,21072,6359,5388,0
61,40873,90,0,0,10931,7021,0
37,37455,410,0,0,4708,5897,1
61,15747,560,0,0,8842,1702,1
30,28602,262,0,0,5852,5321,0
74,65625,632,7382,10337,6706,10543,1
22,27649,303,3530,30017,9286,4019,1
68,39920,233,0,0,4604,7419,0
27,35501,134,0,0,5101,6754,0
46,39203,750,8545,13490,7918,5257,1
24,25819,462,1751,42944,6737,1897,1
56,48731,50,888,3887,8530,8546,0
58,45216,384,0,0,4541,7333,1
39,14772,213,7919,22790,11843,1606,0
28,51315,597,4432,18994,10471,9142,0
27,30757,268,1366,7919,3656,5885,1
34,27003,299,2591,18887,7277,4668,1
62,39599,716,2898,15872,18145,6501,0
70,42829,281,0,0,12798,7493,0
18,22511,115,3881,51077,4236,3218,0
63,26750,937,6030,12641,9248,3504,1
48,32774,784,157,7608,11107,5567,1
22,30039,788,820,6351,9152,4441,1
59,16504,307,599,8528,6939,2766,1
20,47538,232,765,6843,6270,8075,0
20,23799,243,1332,3547,13141,3647,1
58,23976,798,5672,9104,3640,2059,0
19,54724,374,2875,14353,6045,9701,1
43,74368,238,11017,41448,6703,11460,1
23,46297,1173,14017,31378,4851,6498,0
40,38140,150,1533,9532,4480,5138,1
60,52297,316,5826,13290,10730,10254,1
50,12000,28,687,3903,4617,244,0
28,54279,298,5338,11803,5034,10570,1
47,52543,304,5440,36603,5373,7563,0
57,17376,227,3005,9526,7691,3364,1
20,45779,1097,2240,19021,7789,6932,0
67,22444,157,577,7446,1932,4073,1
64,36957,372,0,0,3567,5904,0
44,41693,923,1569,20804,5907,7594,0
44,27514,857,11813,21018,12669,2638,0
59,46287,394,0,0,7528,8882,1
24,19932,1066,3225,23162,10032,2093,1
40,21103,369,2971,12055,9610,4402,0
27,36061,526,105,6324,8841,4972,0
23,38236,385,1823,11145,11511,6331,1
41,40525,379,0,0,23692,6222,1
44,42404,819,3137,14836,11452,6938,1
54,45064,946,2798,10843,11721,6928,1
20,59523,462,6629,13725,27532,8906,1
32,41314,387,3406,19507,15999,6356,0
66,36061,407,8293,17904,9970,4831,1
60,77795,400,1959,24191,12935,14024,0
74,51579,217,2126,21842,9968,8788,0
29,60241,1503,4427,8613,8100,8819,1
35,62183,102,3632,5680,4188,10293,1
61,68803,519,4944,12987,17928,10709,0
19,15981,205,1089,18058,5846,1204,0
23,35589,91,0,0,8789,5986,0
23,25573,405,3454,7854,10715,3937,0
51,38988,485,1616,16197,7729,6613,0
73,26940,338,7241,17702,7568,3833,1
22,28815,329,2886,13459,2194,4995,1
67,25060,1134,2233,31219,12747,4196,0
34,39482,701,3145,10981,5719,6513,1
29,30750,167,0,0,3424,6261,1
69,55848,333,2962,4330,10339,8991,0
37,33996,328,4867,13304,9215,5958,1
40,39791,315,6103,10267,4758,6477,1
32,12176,757,844,13148,9562,1762,0
63,26009,532,6896,12672,7456,3256,0
20,56087,145,3360,8311,2929,10069,0
34,19593,161,5195,24301,6615,1865,1
55,34468,135,8185,12997,2280,4804,1
65,33011,78,0,0,11463,4899,1
31,29028,520,0,0,7240,5608,0
27,31627,176,8050,24231,19516,6241,0
40,30814,786,12907,20545,5715,3147,1
34,16938,277,0,0,4194,2979,0
19,24582,381,3131,10021,4928,2870,1
32,22611,125,6655,22566,8546,3174,1
41,47071,213,8673,19338,18226,6686,1
60,25378,529,0,0,12712,4918,0
34,87229,202,804,2554,6058,15064,1
71,35316,286,2208,5716,5884,5001,1
71,79563,405,11076,33902,11210,14084,0
57,13574,51,1813,10763,9274,1910,0
66,22067,239,4143,32604,6060,2552,1
40,24334,104,5235,16658,4013,4738,1
19,38475,1059,4016,24632,2344,4830,1
74,16959,664,0,0,6413,2640,1
42,53096,333,1681,14318,6083,8788,0
53,92407,68,2845,16635,6216,17168,1
67,25694,346,1922,28613,13419,4613,1
75,46182,227,3000,23102,5287,6641,1
39,51743,332,9763,17326,17396,9069,1
72,32332,834,0,0,3165,5283,1
45,55552,329,2271,11557,5326,9604,1
21,62070,511,8152,12188,23425,10607,1
36,24897,341,0,0,7607,4538,0
29,36097,485,1663,11488,9083,5616,0
23,41399,631,3087,7301,5304,6719,1
38,30472,819,2633,4064,8425,4464,0
32,22887,248,861,3288,3834,2838,1
60,35892,1202,2081,4781,3719,5799,1
46,29540,514,3336,18915,6737,4522,1
60,30167,257,0,0,4022,5863,1
54,37495,201,0,0,12146,6340,1
55,70497,288,388,9833,11569,12620,1
29,27170,550,0,0,6300,4145,0
53,37686,689,0,0,10383,6151,0
22,39341,90,11377,24195,7257,6055,0
62,27808,337,4967,8122,10040,4775,1
65,23006,996,2761,5778,5003,3296,1
27,28454,94,2768,13039,5573,3899,1
40,19964,595,560,4903,2506,2669,1
34,28626,533,13275,27576,4381,4581,1
37,24053,774,1298,4907,4403,2925,0
53,18712,279,5891,11860,6155,2962,1
45,20640,292,0,0,5523,4086,1
19,26271,491,0,0,7115,4181,0
69,26284,290,0,0,3155,4645,1
47,16084,171,23168,31573,12780,802,1
23,28165,450,1565,3514,4235,5174,1
53,89452,1020,4017,22454,10386,15198,1
63,26803,480,913,8397,5340,4750,0
55,30531,618,1863,4334,9516,6059,1
29,31795,255,934,5010,7475,5389,1
29,70530,242,5412,12702,10761,12005,1
70,24534,1062,0,0,2980,3435,1
22,68825,633,6589,19846,8653,10872,1
62,52394,755,1611,3315,10641,9544,1
34,61487,672,0,0,8657,10080,1
32,22675,239,512,10750,8455,3676,1
57,39510,490,4380,15865,10081,5816,1
24,37966,402,336,6116,12112,6588,1
32,27719,230,1242,5294,7244,5004,1
43,18207,606,5276,6917,12082,2093,1
33,22863,474,3992,12174,10701,2828,1
38,40967,756,1808,9328,6200,6348,1
24,25059,290,8709,20779,5719,2706,1
72,36391,562,0,0,13065,5817,0
69,44297,399,7904,12399,4914,6912,1
47,49418,547,1988,5324,5693,8574,1
43,45438,896,0,0,4998,6341,1
43,31779,50,18443,65000,3550,3781,1
28,29716,333,243,2333,9123,4616,1
36,54863,653,0,0,11331,10325,1
71,42439,282,725,16437,7491,7912,1
41,76879,772,8556,13615,7184,13765,0
58,26683,97,0,0,6538,4749,1
65,74974,604,9503,14165,9902,12469,0
60,28105,629,10736,20133,14876,3197,0
61,40698,400,3079,6137,6375,7203,0
51,30182,267,1983,17843,6062,4824,0
48,80600,608,1287,10545,6464,15597,1
43,31726,856,2855,22181,13555,4082,1
67,62735,161,0,0,20136,11552,1
75,87444,386,0,0,4417,15243,1
72,40787,1122,7284,10626,8174,5617,1
21,32363,181,1784,9364,13092,5683,1
73,37221,602,812,10591,5569,6065,1
63,27240,983,2453,6522,2464,4826,1
56,66529,466,3279,7379,13997,11092,1
26,37552,742,3506,23760,4170,5550,1
40,53711,262,3847,17454,12035,8643,1
59,12970,176,19200,26365,4068,200,1
56,18132,882,2747,13858,19612,2866,0
25,33684,57,4609,8438,3899,5490,1
32,51011,210,20182,27549,28800,7481,0
23,50540,183,7091,12099,8730,7993,1
47,23008,1224,2512,7451,3650,2880,1
27,18978,882,13419,31712,3571,573,0
73,48464,375,3028,14033,10260,6918,0
48,12000,340,2111,11269,7985,2253,1
43,38228,341,5576,26303,3719,6989,1
28,42358,301,0,0,8272,7815,1
35,40905,467,15460,22338,11177,5059,0
41,57981,434,5608,14942,7669,9375,1
71,53892,963,2737,5012,5721,8489,1
65,13512,509,1181,3051,3617,2381,1
27,28473,132,231,2944,5370,5238,1
52,75732,400,3353,21739,6591,13156,0
41,40023,776,3791,10808,3025,6114,0
37,21435,341,4363,10146,9829,2048,0
47,37520,236,4771,20273,12251,6001,0
69,64432,818,9742,17147,4799,10494,1
50,34519,423,2420,15184,9854,5560,0
64,27137,416,2918,7741,18761,3728,1
75,37917,457,1587,5459,27952,6137,0
23,25178,327,5040,22462,5940,4861,1
37,24561,752,2637,9008,3469,4891,1
64,58406,486,1476,6797,18263,8983,1
58,34262,740,9854,31907,4058,4293,0
28,44262,167,2903,16613,11410,9033,1
46,32493,195,7248,10954,6016,4375,0
47,35433,998,1974,12065,10340,5446,1
41,24402,153,6597,18009,12042,3309,0
39,18647,250,2192,9672,22257,2184,1
72,32190,263,681,10152,5602,5788,0
22,41221,330,3964,13834,3238,6624,1
70,14415,152,1371,9166,5197,3139,1
40,44718,560,0,0,6589,7443,1
68,38309,667,1469,11568,3738,5741,1
32,46542,453,9997,15292,7419,5585,1
48,57251,792,2415,14337,6758,10096,1
67,37778,1038,450,3802,4450,7028,0
67,47325,935,1038,4431,3541,7460,0
58,29449,175,739,12250,1840,5077,1
68,24450,280,2905,12113,3716,3556,0
60,30699,235,8743,34353,8244,4417,0
57,18528,680,1697,9299,16791,3535,0
34,22258,87,668,5337,10189,5240,0
53,22947,224,0,0,4091,4545,1
56,13387,244,0,0,10521,1607,1
56,36142,314,1350,32153,12510,5896,0
58,41883,910,917,23946,5673,6551,1
32,23821,322,0,0,7308,4991,0
33,35404,121,2796,6545,6555,5296,1
62,24475,388,1401,5365,2814,4038,0
22,39570,514,1398,7663,3515,5989,1
73,34025,662,0,0,4925,4894,1
28,26758,100,2216,15286,6591,4651,1
39,31240,296,1695,15575,18770,5201,0
71,22251,303,13402,16758,21166,2601,1
65,69041,493,6864,13779,8846,11720,1
63,35299,1280,12107,17819,6048,2990,0
54,49077,96,1813,12315,14507,8541,0
72,46816,970,3944,19412,4178,7913,0
49,49289,253,0,0,4200,9215,1
34,17497,377,16519,34403,12760,200,0
59,19407,476,3983,8203,7816,3380,1
34,33820,326,533,3306,5640,5220,1
30,30743,167,0,0,6065,4505,1
21,54548,537,0,0,4651,8975,1
24,17193,444,11246,15764,5264,2972,1
34,18628,76,13828,57060,6577,1810,0
54,64905,723,5224,9317,3366,10901,1
26,29722,432,0,0,14199,3851,1
19,57846,562,752,12413,7142,9598,1
27,14274,576,1701,11473,4127,2252,0
54,26900,523,10742,12785,9057,3078,1
42,21962,941,0,0,5181,2281,0
31,48677,641,5056,11618,5033,8374,1
44,34813,775,2833,12106,4689,5043,1
72,72493,334,11954,24237,15696,11817,1
49,36247,43,3682,10466,7355,6138,1
18,41662,713,4151,11547,4011,6054,0
20,43921,176,0,0,21478,6869,1
41,39765,1339,666,5232,6601,6570,1
42,54696,448,5397,8743,2872,8009,1
40,39647,428,4424,14547,5514,6162,1
25,24762,1028,12100,16783,6153,1240,1
22,43670,150,282,5206,10720,7664,1
37,14283,155,0,0,9577,1629,0
24,51175,207,7122,21653,5197,8162,1
44,38468,667,7542,28522,17466,5306,1
25,47829,444,0,0,2966,7714,0
52,25257,101,1763,11161,8581,4667,0
24,30127,179,0,0,10379,5275,1
25,20532,894,1882,14111,5918,1534,1
54,33014,437,0,0,10141,5001,1
51,42408,62,0,0,18078,7820,1
18,36919,160,1894,16617,9577,7140,1
20,35294,572,2489,8881,10038,3984,0
35,52850,366,1127,5581,7450,9315,1
66,31903,283,2399,7067,5307,4510,0
40,55848,323,1135,27992,15333,10411,0
43,39574,898,2949,5199,10900,5423,0
64,34390,144,1099,6278,5401,5451,1
49,12000,286,9614,23855,6032,200,1
34,53335,268,1036,8306,4686,9289,0
60,26490,1136,933,13236,10673,3597,0
59,13492,340,1015,21629,7636,2228,1
61,41667,62,1873,8614,5884,8740,1
24,59458,331,8791,12919,8885,9733,1
32,35612,272,614,6867,7733,6796,1
63,25723,465,11419,32630,5395,1904,1
35,48517,80,10025,14555,7627,7376,1
33,59482,79,6402,18971,3013,9300,1
74,35751,333,1151,35680,16590,6917,1
70,24650,144,5478,7432,4994,4289,0
66,41140,62,565,4519,5253,6784,1
28,41759,82,4647,16110,10755,9068,1
58,35091,59,6942,10275,8483,5104,0
74,16636,29,13932,22432,4495,221,1
48,40680,252,836,8596,20945,5875,0
66,26499,393,0,0,8800,3844,1
25,26451,444,0,0,7591,4559,0
21,45590,64,6086,10305,4204,8871,0
48,32444,585,1367,11084,13558,4932,1
34,26894,649,1545,18337,10145,4424,0
44,59328,622,5254,30140,9081,9411,0
25,33610,326,3941,17369,32631,5297,0
50,27149,520,26781,37142,18964,1130,1
24,23903,898,0,0,7412,3765,0
57,28589,354,2222,11899,3874,5026,1
22,42298,1021,9790,21054,7718,5098,1
24,17716,448,0,0,3267,2029,0
74,27551,101,341,11467,8279,5276,1
73,25816,149,4462,31544,7995,4145,1
56,25897,232,8797,19300,9716,3587,0
57,28610,441,4303,7712,4216,2859,1
60,32535,456,6275,28622,12594,5003,0
73,25816,441,3385,10923,7351,4740,1
57,18460,357,0,0,7250,3758,0
19,33003,227,509,9698,7152,4890,0
70,21075,361,2846,15133,10626,3266,1
57,32366,268,1862,16671,6131,5491,1
29,34466,575,1680,9004,23432,5819,1
52,66319,657,2662,10359,15923,10149,1
18,26109,172,1293,4584,8925,3251,1
55,36619,490,2361,7271,2800,6986,0
68,98027,957,530,15584,8470,16003,1
72,50284,247,2541,8169,3258,8768,1
18,22996,271,11281,25297,10018,2218,0
19,29937,245,3884,8184,4712,5328,1
21,13931,179,5228,14110,5691,1860,1
29,15836,158,535,4313,5011,1574,0
42,29557,200,0,0,7384,4364,1
65,67931,342,7652,29729,7741,11660,1
31,35254,1310,4252,13611,4122,3736,1
21,22124,346,0,0,9695,4015,1
44,58150,631,0,0,14990,11088,0
66,28962,543,0,0,6781,5164,1
54,43731,240,0,0,2631,7808,1
47,34865,862,0,0,5613,5847,1
21,18022,233,1771,8339,13648,2009,1
39,55634,229,962,6707,9096,11011,1
58,28357,183,3514,14147,4717,5106,1
56,31483,517,1298,5357,11669,5592,1
42,13019,238,6755,34836,3309,858,0
49,19670,161,377,13206,7453,2235,1
35,46761,603,2798,10110,7896,8125,1
67,28318,556,4903,28970,8528,4616,1
20,62500,257,15928,43566,4354,9238,0
63,42456,326,0,0,15034,7624,0
65,48083,461,3155,7690,8727,7290,1
51,28681,152,0,0,7968,4544,1
62,55225,886,1358,9247,5733,9039,1
24,16918,852,2591,15194,1556,1066,0
51,34641,475,3834,10999,4920,6591,1
49,48201,782,8111,21065,5306,6950,1
70,27172,63,0,0,6896,5197,1
72,22218,552,1649,4493,5162,3025,1
69,20622,45,0,0,10374,4092,1
19,39105,774,0,0,4392,7243,1
51,45981,801,191,2115,6436,8204,1
62,28568,167,2135,7391,16309,5450,1
43,84110,1216,1383,6444,9731,14390,1
28,45911,740,7321,17196,5478,7536,1
37,28217,114,4607,13701,7956,4415,1
68,25547,270,0,0,5866,5208,1
41,58397,898,0,0,10692,11423,1
51,53605,258,1711,8907,6177,9074,1
70,51042,611,1902,7381,12656,9743,1
61,35398,819,0,0,10712,5976,1
24,31982,1024,5522,13292,12254,5228,1
24,21701,575,0,0,3628,4855,1
65,21671,751,11491,33105,9212,2033,0
56,45941,441,4602,19692,5166,6534,1
37,41698,894,2765,39982,10057,6140,0
67,25294,295,3666,20180,6342,3646,1
62,15810,377,6793,12425,11047,1161,1
49,25387,161,3104,18608,8256,4714,0
25,63894,179,259,4814,17559,10536,1
43,25029,330,6916,21592,3595,3359,1
47,28530,707,1054,8326,3904,4804,1
55,47419,521,731,11829,11263,8181,1
66,42516,252,2191,13667,7429,8088,1
25,22988,257,140,15951,22021,4188,1
58,31832,44,19167,46723,9677,3054,1
51,34998,486,6543,14855,5485,4894,1
40,25278,370,620,3837,2866,4509,0
64,32978,751,3672,22508,6434,3769,1
19,24183,555,0,0,7172,4277,1
70,38417,170,0,0,9671,6157,0
28,35837,195,682,12171,2789,6828,1
34,41260,293,1523,11964,8164,8338,0
21,43259,414,13757,27979,5078,6247,1
50,18514,255,3106,7607,17103,4800,1
68,36404,195,3411,5710,6453,7131,1
62,29979,672,1287,37856,8031,4662,1
74,47002,175,0,0,5916,8907,1
57,23233,313,0,0,4721,3965,1
55,22613,542,1346,6186,9607,3200,1
67,20882,296,7427,14992,9636,3446,0
43,18431,367,0,0,12410,3158,0
25,18755,1430,12447,33590,11058,1092,0
55,48926,121,8829,23979,7086,8318,1
74,19924,261,5256,29003,9060,2657,0
37,50668,970,4321,12250,3272,8536,1
30,62699,372,1469,8379,19236,10544,1
26,33181,302,0,0,8388,6110,1
52,18716,289,3615,12819,7359,2971,0
26,71253,51,2059,5394,9436,13139,1
64,32193,482,5131,8357,6663,4695,0
19,35735,728,3960,8337,7000,4712,1
52,47941,433,1443,4203,12664,8769,1
56,30713,329,3404,4681,8711,4085,1
39,55959,192,4732,18613,11736,10087,1
61,29138,148,7005,17076,5147,5398,1
20,19354,864,6668,14750,3106,1728,1
65,38127,340,0,0,20707,5964,0
38,30034,255,0,0,5581,5899,1
52,38413,618,0,0,7361,4964,1
52,13717,411,3594,11547,9293,2052,1
57,28902,336,3579,8700,10746,4201,0
28,49501,280,2579,19065,4169,9139,1
44,30737,725,8943,19613,4090,4585,1
47,33390,508,0,0,7726,5206,0
67,30171,110,267,14799,15443,5371,1
45,47813,144,2792,25524,3211,8056,1
39,58199,289,4365,18837,5140,10672,1
25,54423,118,8448,19391,4160,8805,1
67,28474,123,1428,7928,6268,4764,1
19,54815,1137,750,10778,4729,8278,1
74,15169,949,815,5992,3206,971,0
73,34767,174,9934,24326,7939,6919,1
19,31983,220,378,6037,7797,4229,1
20,26565,112,1526,7936,5376,4102,0
36,39570,341,1833,14730,12424,7554,1
35,22302,677,5021,27844,7199,2095,0
71,29086,252,1467,9195,9912,5141,0
70,27144,1185,2622,5510,11399,4354,0
59,14471,721,6520,12676,6504,740,0
48,21997,540,2880,9734,5332,4022,1
30,30587,162,11559,20198,7255,3731,1
53,25028,199,364,11339,11768,4652,1
43,34823,354,0,0,3895,6777,1
48,58940,371,3006,6444,12885,11485,1
33,19074,417,2434,18339,2569,2827,1
58,27789,97,0,0,5770,4931,0
46,49708,212,5201,11076,3070,8411,1
19,29369,190,825,4519,8243,5275,1
51,29492,114,3293,10626,3781,4835,1
75,30426,473,14337,21242,5309,3877,1
19,53878,450,0,0,12427,9217,1
20,33757,284,1565,3880,5776,6168,1
73,33777,226,697,8295,12614,5875,1
65,40892,498,1775,6943,3937,7266,0
52,24572,591,424,5652,13346,3251,1
24,43277,600,14601,33186,13820,6566,0
40,28426,803,1609,9814,14179,4526,0
43,41003,80,1083,17754,5131,9231,1
57,42811,242,5283,12561,6156,6982,1
20,54582,164,0,0,11500,10979,0
19,35190,362,3098,8341,19721,4749,0
71,36268,216,0,0,4750,6158,1
40,69229,444,4724,8773,3690,11349,1
68,33601,199,6526,13227,8452,4533,1
32,18092,773,2854,18080,3163,1540,0
55,46297,690,2649,7264,3107,6351,1
45,42962,85,3922,8740,19234,8262,1
61,60083,679,6484,16840,1332,8831,1
24,29645,179,1836,9652,5719,5131,1
48,31681,375,0,0,13269,4775,0
51,25998,128,1292,6872,2876,5400,1
75,27506,490,2162,5689,8357,4398,1
26,36683,236,6101,20015,21556,6801,1
40,28473,1095,241,6603,8978,3951,1
64,50793,264,5851,9866,7427,8593,1
56,30588,379,688,2913,2516,4482,1
36,27181,331,13800,40238,14556,3552,1
18,27244,770,6177,29336,10618,2840,0
39,40633,60,3909,33241,15770,7687,1
59,25698,234,20276,55693,4733,3182,1
23,43469,242,0,0,8771,8160,0
34,41422,597,2010,8514,5955,6522,1
23,63151,390,1045,10828,3100,10645,1
60,70159,989,2366,7730,13858,10793,0
54,33526,378,4206,17163,8278,5152,0
45,41071,1091,2047,6847,2634,6526,1
62,14531,135,990,6872,4708,2645,0
40,26335,429,1878,6957,18995,4262,1
25,89139,357,1223,5479,11004,15123,1
62,37061,152,9730,31250,11102,4653,1
58,27192,202,13205,20737,11921,2713,1
36,102605,190,7049,14742,5043,16579,1
45,20349,440,2175,16499,10252,3843,0
21,45007,319,1949,22273,2904,7938,1
46,28240,453,12456,41448,13454,3295,0
30,27051,555,9065,18418,13865,4154,0
54,23468,90,2221,8597,7357,4125,1
58,28240,525,7621,41760,5266,4071,1
45,27672,872,5427,15580,7083,3210,1
34,13054,78,9133,23763,3510,1131,1
18,25740,437,0,0,12609,4432,1
56,42947,319,0,0,13595,9568,1
52,23699,325,0,0,30408,4328,1
20,26338,214,1466,8967,3006,4342,1
64,49945,260,2543,10593,7323,9018,1
31,23325,675,3151,10727,14250,2968,1
72,16449,279,4936,11741,5516,1579,0
62,39235,198,2611,21214,2371,6928,1
33,48493,853,3895,5814,3579,7660,1
66,49212,183,18621,52600,6220,6990,1
20,54626,1744,94,4875,16156,6612,1
34,31679,492,4078,16411,9290,3796,1
75,76535,365,8351,18127,4332,14596,1
41,42252,65,0,0,7183,7588,1
30,28982,646,7683,15111,3712,3680,1
37,29154,79,8697,23019,5038,3936,1
48,15477,623,3312,44813,4068,939,0
49,42651,560,2862,18211,8366,7584,1
40,29061,237,2962,7184,8834,4914,0
44,23991,427,267,9991,7029,3233,0
44,21336,653,1375,22911,10141,4216,1
23,17013,232,23768,52054,5557,200,1
25,20894,469,7860,14382,9800,2134,1
67,17258,559,0,0,8577,3131,0
23,47560,316,8513,25645,7455,8586,0
22,30547,149,4365,25106,6450,5102,1
50,38806,244,3466,14638,12604,5843,1
25,26025,1327,216,11133,9198,2528,0
23,38691,398,768,2433,5274,6146,1
53,23718,189,3088,4259,7056,4215,0
30,23310,24,2575,11654,2529,4711,1
44,19899,1601,2763,4519,13047,1951,0
19,22167,656,1294,14203,18594,3739,1
69,25271,210,2072,12968,5096,4744,1
